CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-12066-58609,3/12/12,3/6/12,CERTIFIED,H-2B,MD,4/2/12,11/30/12,"SOUTH FORTY LANDSCAPING, INC.",10818 WILLAMSON LANE,,COCKEYSVILLE,MD,21030,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",17,17,9.12,HR,9.12,HR
C-12066-58611,3/12/12,3/6/12,CERTIFIED,H-2B,NY,5/1/12,10/31/12,"GLEN OAKS CLUB, INC.",175 POST ROAD,,OLD WESTBURY,NY,11568,MICHAEL BENCHETRIT / AKERMAN SENTERFITT,MIAMI,FL,315.381-010,Cook,352012,"Cooks, Institution and Cafeteria",COOK,6,6,10.83,HR,10.83,HR
C-12066-58612,3/12/12,3/6/12,PARTIAL CERTIFIED,H-2B,VA,2/20/12,12/15/12,"MOBJACK BAY SEAFOOD, INC",6578 JARVIS ROAD,"PO BOX 12 WARE NECK, VA 23178",GLOUCESTER,VA,23061,ELIZABETH D. WHITLEY/MAS LABOR H2A. LLC,LOVINGSTON,VA,446.684-014,Shellfish-Bed Worker,453011,Fishers and Related Fishing Workers,SHELLFISH BED WORKER,15,10,8.18,HR,8.18,HR
C-12066-58616,3/12/12,3/6/12,CERTIFIED,H-2B,CT,4/1/12,12/30/12,"ANDERSON TURF IRRIGATION, INC",5 CRONK RD,,PLAINVILLE,CT,06062,"RAMON CERVANTES / ALS, INC",LEXINGTON,KY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4,4,9.31,HR,9.31,HR
C-12045-58201,3/13/12,2/14/12,CERTIFIED,H-2B,MD,2/1/12,9/1/14,KEVIN PATRICK DIBARTOLO,6225 LONE OAK DRIVE,,BETHESDA,MD,20817,,,,301.677-010,Child Monitor,399011,Child Care Workers,CHILD MONITOR,1,1,13.6,HR,13.6,HR
C-12045-58204,3/13/12,2/14/12,DENIED,H-2B,ID,6/1/12,10/1/12,"SPUD'S, INC",1219 CHURCH STREET,,SANDPOINT,ID,83864,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,1,0,8.5,HR,8.5,HR
C-12048-58313,3/13/12,2/17/12,DENIED,H-2B,MT,5/15/12,10/5/12,EAGLE BEAR INC. DBA ST. MARY - GLACIER PARK KOA,208 JAMES AVENUE,,BOZEMAN,MT,59715,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,0,8,HR,8,HR
C-12052-58348,3/13/12,2/21/12,DENIED,H-2B,SD,1/1/12,9/30/12,"NORTHERN BEEF PACKERS, LP",38749 135TH STREET,,ABERDEEN,SD,57401,"KEVIN MICHAEL OPP/EMPLOYMENT USA, LLC",ABERDEEN,SD,160.162-018,Accountant,132011,Accountants and Auditors,ACCOUNTANT,5,0,19.49,HR,19.49,HR
C-12052-58362,3/13/12,2/21/12,DENIED,H-2B,WA,4/1/12,10/1/12,ANACORTES KAYAK TOURS,1801 COMMERCIAL AVENUE,,ANACORTES,WA,98221,,,,353.367-010,Guide,396021,Tour Guides and Escorts,GUIDE,1,0,11,HR,11,HR
C-12052-58364,3/13/12,2/21/12,DENIED,H-2B,GA,3/1/12,3/1/13,LA FIESTA MEXICAN RESAURANT INC.,122 POTTS RD,,NEWMAN,GA,30263,,,,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,3,0,13,HR,13,HR
C-12055-58435,3/13/12,2/24/12,PARTIAL CERTIFIED,H-2B,MS,4/1/12,1/3/13,BIG CEDAR LLC DBA BIG CEDAR LODGE,612 DEVIL'S PLLO ROAD,,RIDGEDALE,MO,65739,JOSEPH ERIC YOUNG,GOFFSTOWN,NH,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,10,9,8.16,HR,8.16,HR
C-12066-58604,3/13/12,3/6/12,PARTIAL CERTIFIED,H-2B,AL,3/26/12,12/21/12,FATHER NATURE LANDSCAPES OF BIRMINGHAM INC.,PO BOX 450056,,BIRMINGHAM,AL,35243,APRIL MCKINNEY/FEDERATION OF EMPLOYERS AND WORKERS,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,5,9.49,HR,9.49,HR
C-12066-58606,3/13/12,3/6/12,CERTIFIED,H-2B,NY,5/1/12,10/31/12,"GLEN OAKS CLUB, INC.",175 POST ROAD,,OLD WESTBURY,NY,11568,MICHAEL BENCHETRIT,MIAMI,FL,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,4,11.13,HR,11.13,HR
C-12067-58618,3/13/12,3/7/12,CERTIFIED,H-2B,AK,5/5/12,11/30/12,"PREMIER PACIFIC SEAFOODS, INC.",333 FIRST AVENUE WEST,,SEATTLE,WA,98119,RICHARD MOWRY RAWSON / DAVIS WRIGHT TREMAINE LLP,SEATTLE,WA,522.687-046,Fish Roe Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",FISH ROE PROCESSOR,4,4,10.74,HR,10.74,HR
C-12067-58621,3/13/12,3/7/12,CERTIFIED,H-2B,IL,5/1/12,10/31/12,GREEN ACRES COUNTRY CLUB,916 DUNDEE ROAD,,NORTHBROOK,IL,60062,MICHAEL BENCHETRIT/AKERMAN SENTERFITT,MIAMI,FL,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,8,8,10.89,HR,10.89,HR
C-12067-58625,3/13/12,3/7/12,PARTIAL CERTIFIED,H-2B,MS,2/1/12,5/30/12,FRANCISCO G. GALVAN DBA GALVAN FORESTRY SERVICE,108 DAWKINS STREET,,LOUISVILLE,MS,39339,FLORENE COKE HARDIGREE/ DAWSON INTERNATIONAL,MENDENHALL,MS,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,45,43,11.61,HR,11.61,HR
C-12067-58626,3/13/12,3/7/12,PARTIAL CERTIFIED,H-2B,NY,4/1/12,11/1/12,THE ROCKAWAY HUNTING CLUB,615 OCEAN AVE,,LAWRENCE,NY,11559,FERNANDO ERNESTO SAENZ/WORKFORCE ADVANTAGE,MECHANICSVILLE,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,8,9.2,HR,9.2,HR
C-12068-58628,3/13/12,3/8/12,CERTIFIED,H-2B,NC,3/15/12,12/31/12,"QUALITY CRAB CO., INC. DBA QUALITY SEAFOOD CO.",177 KNOBBS CREEK DRIVE,,ELIZABETH CITY,NC,27909,,,,525.687-126,Crab Meat Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,47,47,7.41,HR,7.41,HR
C-12068-58630,3/13/12,3/8/12,CERTIFIED,H-2B,CT,4/15/12,11/1/12,WOODCREST BUILDING SERVICES LLC,2480 EXECUTIVE DRIVE,SUITE 116,ST. CHARLES,MO,63303,JAY C. RUBY/ OGLETREE DEAKINS,ATLANTA,GA,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,9,9,11.06,HR,11.06,HR
C-12068-58633,3/13/12,3/8/12,PARTIAL CERTIFIED,H-2B,VA,4/2/12,11/30/12,"C.A. BARRS CONTRACTOR, INC.",7601 GEORGE WASHINGTON HIGHWAY,P.O. BOX 1489,YORKTOWN,VA,23692,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,620.261-022,Construction-Equipment Mechanic,493042,"Mobile Heavy Equipment Mechanics, Except Engines",CONSTRUCTION EQUIPMENT MECHANIC,10,9,13.17,HR,13.17,HR
C-12068-58634,3/13/12,3/8/12,CERTIFIED,H-2B,VA,4/2/12,12/20/12,THE LAWN BARBER CORPORATION,"1110 WEST PEMBROKE AVE., #8A",,HAMPTON,VA,23661,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7,7,8.13,HR,8.13,HR
C-12068-58637,3/13/12,3/8/12,CERTIFIED,H-2B,AK,6/1/12,11/15/12,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107,JACQUELINE ANNE WOOD,BAINBRIDGE ISLAND,WA,521.685-102,Cutting-Machine Operator,519032,"Cutting and Slicing Machine Setters, Operators, and Tenders",CUTTING MACHINE OPERATOR,7,7,22.25,HR,22.25,HR
C-12068-58638,3/13/12,3/8/12,CERTIFIED,H-2B,AK,6/1/12,8/30/12,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107,JACQUELINE ANNE WOOD/ LAW OFFICES OF JACQUELINE A.,BAINBRIDGE ISLAND,WA,522.384-010,Fish Roe Technician,452041,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,9,9,19.6,HR,19.6,HR
C-12068-58642,3/13/12,3/8/12,CERTIFIED,H-2B,NV,4/16/12,11/30/12,"MT. MORIAH STONE QUARRIES, LLC",#10 HATCH ROCK ROAD,,BAKER,NV,89311,KEMAL IAN BENOUIS / BENOUIS LAW OFFICE,MANCHACA,TX,770.687-034,Rock Breaker,519199,"Production Workers, All Other",ROCK BREAKER,13,13,10.23,HR,10.23,HR
C-12037-57973,3/14/12,2/6/12,DENIED,H-2B,MN,4/1/12,10/1/12,"VIRA TRADING, LLC",1240 MCANDREWS ROAD,,BURNSVILLE,MN,55337,PASCHAL O. NWOKOCHA,MINNEAPOLIS,MN,250.357-022,Sales Representative,413099,"Sales Representatives, Services, All Other",SALES REPRESENTATIVE,10,0,9,HR,9,HR
C-12039-58072,3/14/12,2/8/12,DENIED,H-2B,TN,4/2/12,12/31/12,"SALAZAR CONTRACTING, LLC",165 DRY CREEK ROAD,,TELLICO PLAINS,TN,37385,KEMAL IAN BENOUIS / BENOUIS LAW OFFICE,MANCHACA,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,0,8.66,HR,8.66,HR
C-12044-58159,3/14/12,2/13/12,DENIED,H-2B,ME,5/15/12,11/15/12,CAMDEL CORP. DBA BAR HARBOR RECENCY HOLIDAY INN,123 EDEN STREET,,BAR HABOR,ME,04609,,,,369.677-010,Self-Service-Laundry-and-Dry-Cleaning Attendant,412021,Counter and Rental Clerks,SELF SERVICE LAUNDRY AND DRY CLEANING ATTENDANT,15,0,10,HR,10,HR
C-12048-58295,3/14/12,2/17/12,DENIED,H-2B,TX,3/1/12,12/24/12,"CONSTRUCTION RENT A FENCE, INC",PO BOX 65,,THRALL,TX,76578,,,,869.684-022,Fence Erector,474031,Fence Erectors,FENCE ERECTOR,20,0,8.75,HR,8.75,HR
C-12048-58314,3/14/12,2/17/12,DENIED,H-2B,LA,4/1/12,7/30/12,BMP POLO INC,11924 FORRESTHILL BLVD,#22-2224,WELLINGTON,FL,33414,BIANCA ANN SHOUCAIR HARDAN,NORTH MIAMI BEACH,FL,301.687-010,Caretaker,372012,Maids and Housekeeping Cleaners,CARETAKER,1,0,10.31,HR,10.31,HR
C-12067-58617,3/14/12,3/7/12,CERTIFIED,H-2B,VT,4/15/12,12/15/12,"DESTINATION STOWE HOTEL, INC.",7412 MOUNTAIN ROAD,,STOWE,VT,05672,MARCIA NANCY NEEDLEMAN,NEW YORK,NY,318.137-010,Kitchen Steward/Stewardess,351012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,KITCHEN STEWARD/STEWARDESS,8,8,11,HR,11,HR
C-12067-58619,3/14/12,3/7/12,CERTIFIED,H-2B,DE,4/1/12,12/15/12,"PRIORITY SERVICES, LLC",70 ALBE DRIVE,,NEWARK,DE,19702,"DANIEL GEORGE ANNA / ANNA & ANNA, P.C.",MEDIA,PA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.07,HR,9.07,HR
C-12067-58620,3/14/12,3/7/12,PARTIAL CERTIFIED,H-2B,VT,4/15/12,12/15/12,"DESTINATION STOWE HOTEL, INC.",7412 MOUNTAIN ROAD,,STOWE,VT,05672,"MARCIA NANCY NEEDLEMAN/ LEVITT & NEEDLEMAN, P.C.",NEW YORK,NY,321.137-010,Housekeeper,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,37,33,11,HR,11,HR
C-12067-58624,3/14/12,3/7/12,CERTIFIED,H-2B,NY,4/1/12,11/30/12,MONTAUK SERVICES INC,147 SECOND HOUSE RD.,PO BOX 1832,MONTAUK,NY,11954,DENIG RAYMORE MINTO/ MARKET PLACE,HEMPSTAD,NY,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,9.5,HR,9.5,HR
C-12068-58629,3/14/12,3/8/12,CERTIFIED,H-2B,NY,5/1/12,10/31/12,"GLEN OAKS CLUB, INC.",175 POST ROAD,,OLD WESTBURY,NY,11568,MICHAEL BENCHETRIT/ AKERMAN SENTERFITT,MIAMI,FL,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,8,8,7.99,HR,7.99,HR
C-12068-58639,3/14/12,3/8/12,CERTIFIED,H-2B,ID,5/1/12,10/31/12,"3 B'S FORESTRY, INC.",527 PUTNAM STREET,,MEDFORD,OR,97501,NICOLE NEWTON / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,25,25,8.59,HR,8.59,HR
C-12068-58641,3/14/12,3/8/12,CERTIFIED,H-2B,MA,5/1/12,12/15/12,VENTUNO RESTAURANT,PO BOX 1520,,NANTUCKET,MA,02554,"MARK D. CARCHIDI/ ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,520.687-034,Food Mixer,519199,"Production Workers, All Other",FOOD MIXER,6,6,9.04,HR,9.04,HR
C-12068-58644,3/14/12,3/8/12,PARTIAL CERTIFIED,H-2B,NJ,3/12/12,12/14/12,GREENLEAF ACQUISITION CORP. DBA GREENLEAF LANDSCAP,276 PINE BROOK RD.,,EATONTOWN,NJ,07724,KEMAL IAN BENOUIS,MANCHACA,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30,27,8.86,HR,8.86,HR
C-12068-58645,3/14/12,3/8/12,CERTIFIED,H-2B,MO,4/1/12,10/30/12,"BIG C'S ENTERPRISES, LLC DBA FUN TIME SHOWS",RT 8 BOX 9114,PO BOX 86,DONIPHAN,MO,63935,"ALEX TREVINO / ATJ LABOR CONSULTING, LLC",MCALLEN,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,20,20,326.8,WK,326.8,WK
C-12068-58646,3/14/12,3/8/12,PARTIAL CERTIFIED,H-2B,TX,3/1/12,11/30/12,"REFINERY SPECIALTIES, INC.",34106 FM 3346,,HEMPSTEAD,TX,77445,KEMAL IAN BENOUIS / BENOUIS LAW OFFICE,MANCHACA,TX,529.686-070,Production Helper,537063,Machine Feeders and Offbearers,PRODUCTION HELPER,6,5,8.07,HR,8.07,HR
C-12069-58649,3/14/12,3/9/12,CERTIFIED,H-2B,WY,5/12/12,10/9/12,GRAND TETON LODGE COMPANY,390 INTERLOCKEN CRESCENT,,BROOMFIELD,CO,80021,"CHAD C. BLOCKER/ FRAGOMEN, DEL REY, BERNSEN & LOEW",NEW YORK,NY,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",50,50,8.2,HR,8.2,HR
C-12069-58655,3/14/12,3/9/12,PARTIAL CERTIFIED,H-2B,MI,4/15/12,11/15/12,WHITEWOOD SHORES CO. DBA K ROYALE MOTOR INN,1037 N. STATE ST.,,ST. IGNACE,MI,49781,"TIMOTHY JAMES O'LEARY / TIMOTHY J. O'LEARY, ATTORN",WASHINGTON,DC,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3,2,8.24,HR,8.24,HR
C-12048-58303,3/15/12,2/17/12,PARTIAL CERTIFIED,H-2B,MI,4/16/12,10/12/12,"GARLAND USA, INC",4700 N RED OAKS RD,,LEWISTON,MI,49756,ANTHONY EARL PORTER/TP ASSOCIATES LLC,ALLEN PARK,MI,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",24,23,8.9,HR,8.9,HR
C-12052-58341,3/15/12,2/21/12,PARTIAL CERTIFIED,H-2B,NH,5/1/12,11/1/12,NASWA MOTOR INN DBA THE NASWA RESORT,1086 WEIRS BLVD,,LACONIA,NH,03246,,,,350.677-030,Waiter/Waitress,353031,Waiters and Waitresses,WAITER/WAITRESS,20,16,7.93,HR,7.93,HR
C-12052-58343,3/15/12,2/21/12,PARTIAL CERTIFIED,H-2B,NH,4/15/12,11/1/12,NASWA MOTOR INN DBA THE NASWA RESORT,1086 WEIRS BLVD.,,LACONIA,NH,03246,,,,313.374-014,"Cook, Short Order",352015,"Cooks, Short Order","COOK, SHORT ORDER",15,13,8.91,HR,8.91,HR
C-12054-58417,3/15/12,2/23/12,CERTIFIED,H-2B,TX,3/1/12,12/31/12,FALCON CONSTRUCTION,905 SINALOA,,BROWNSVILLE,TX,78526,LINDA PEREZ,BROWNSVILLE,TX,929.687-030,Material Handler,537062,"Laborers and Freight, Stock, and Material Movers, Hand",MATERIAL HANDLER,33,33,8.92,HR,8.92,HR
C-12055-58444,3/15/12,2/24/12,DENIED,H-2B,VA,4/1/12,10/31/12,CENTRAL VIRGINIA TREE SERVICES AND LANDSCAPING,24264 ZACHARY TAYLOR HIGHWAY,,CULPEPER,VA,22701,RACHEL HERSH VAN WORMER / VAN WORMER LAW LLC,ARLINGTON,VA,222.387-050,Shipping and Receiving Clerk,435071,"Shipping, Receiving, and Traffic Clerks",SHIPPING AND RECEIVING CLERK,20,0,9.65,HR,9.65,HR
C-12055-58447,3/15/12,2/24/12,DENIED,H-2B,VA,4/1/12,10/31/12,CENTRAL VIRGINIA TREE SERVICES AND LANDSCAPING,24264 ZACHARY TAYLOR HIGHWAY,,CULPEPER,VA,22701,RACHEL HERSH VAN WORMER/VAN WORMER LAW LLC,ARLINGTON,VA,272.357-022,"Salesperson, Horticultural and Nursery Products",412031,Retail Salespersons,"SALESPERSON, HORTICULTURAL AND NURSERY PRODUCTS",20,0,8.74,HR,8.74,HR
C-12068-58643,3/15/12,3/8/12,CERTIFIED,H-2B,NY,4/30/12,10/31/12,"PETER'S FINE GREEK FOOD, INC.",22-42 STEINWAY STREET,,ASTORIA,NY,11105,JAMES K JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,19,19,7.91,HR,7.91,HR
C-12069-58648,3/15/12,3/9/12,CERTIFIED,H-2B,ME,4/7/12,11/15/12,ANCHORAGE BY THE SEA,125 SHORE ROAD,,OGUNQUIT,ME,03907,,,,361.684-014,Laundry Worker I,516011,Laundry and Dry-Cleaning Workers,LAUNDRY WORKER I,5,5,8.38,HR,8.38,HR
C-12069-58653,3/15/12,3/9/12,PARTIAL CERTIFIED,H-2B,AZ,4/1/12,12/30/12,"HESSCOR, INC. DBA PROFESSIONAL PLAYGROUND INSTALLE",1548 E. MAIN STREET,,MESA,AZ,85203,CHARLES JAN THURGOOD/CORPORATE & EMPLOYEE SERVICES,PHOENIX,AZ,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,6,5,8.97,HR,8.97,HR
C-12069-58654,3/15/12,3/9/12,CERTIFIED,H-2B,MA,3/15/12,12/15/12,R.C PAINTING INC. DBA R.C PAINTING,PO BOX 674,,NANTUCKET,MA,02554,MAYDENE ANNMARIE MASON / MMG ASSOCIATE NANTUCKET,NANTUCKET,MA,144.061-010,Painter,271013,"Fine Artists, Including Painters, Sculptors, and Illustrators",PAINTER,5,5,13.1,HR,13.1,HR
C-12069-58657,3/15/12,3/9/12,CERTIFIED,H-2B,MA,5/10/12,11/16/12,VERANDA HOUSE INN LLC DBA VERANDA HOUSE,3 STEP LANE,,NANTUCKET,MA,02554,JANE NICHOLS BISHOP,MASHPEE,MA,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",8,8,10.84,HR,10.84,HR
C-12072-58662,3/15/12,3/12/12,CERTIFIED,H-2B,VA,5/7/12,9/14/12,EXECUTIVE MOVING SYSTEMS INC.,1250 FEATHERSTONE RD.,,WOODBRIDGE,VA,22191,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,BAY CITY,TX,929.687-030,Material Handler,537062,"Laborers and Freight, Stock, and Material Movers, Hand",MATERIAL HANDLER,18,18,8.83,HR,8.83,HR
C-12072-58663,3/15/12,3/12/12,CERTIFIED,H-2B,NY,4/1/12,11/30/12,RA VIOLETTE JR. STABLE,360 BAVER PLACE,,MINEOLA,NY,11501,"RON KATIRAEI, ESQ/ LAW OFFICES OF RON KATIRAEI",NEW YORK,NY,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,20,20,9.99,HR,9.99,HR
C-12072-58666,3/15/12,3/12/12,CERTIFIED,H-2B,PA,4/1/12,12/31/12,A&S LANDSCAPING INC.,2150 WASHINGTON RD.,,CANONSBURG,PA,15317,SARAH E. FARRELL/INTERNATIONAL LABOR MANAGEMENT CO,VASS,NC,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,10,8.29,HR,8.29,HR
C-12072-58668,3/15/12,3/12/12,CERTIFIED,H-2B,NY,4/1/12,12/10/12,DIAMOND COVE MARINA INC.,364 WEST LAKE DRIVE,,MONTAUK,NY,11954,MELINDA RUBIN / MELINDA A. RUBIN ESQ.,HAMPTON BAYS,NY,311.677-018,Dining Room Attendant,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,5,5,7.76,HR,7.76,HR
C-12072-58674,3/15/12,3/12/12,CERTIFIED,H-2B,SD,4/1/12,12/31/12,"PARKVIEW NURSERY, INC.",304 E. MELGAARD,,ABERDEEN,SD,57401,"KEVIN MICHAEL OPP/EMPLOYMENT USA, LLC",ABERDEEN,SD,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,9.23,HR,9.23,HR
C-12072-58675,3/15/12,3/12/12,PARTIAL CERTIFIED,H-2B,NY,4/15/12,10/31/12,BECK RESTAURANT CORP,P.O. BOX 742,,AMAGANSETT,NY,11930,MELINDA RUBIN / MELINDA A RUBIN ESQ.,HAMPTON BAYS,NY,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,4,3,8.21,HR,8.21,HR
C-12072-58676,3/15/12,3/12/12,CERTIFIED,H-2B,GA,4/2/12,11/30/12,"WOODS PLUS, INC",P.O. BOX 291419,"1900 WHITING WAY, LUGOFF, SC 29078",COLUMBIA,SC,29229,"PATRICIA M. HALL / AGWORKS H2, LLC",LAKE PARK,GA,408.664-010,Tree Trimmer,373013,Tree Trimmers and Pruners,TREE TRIMMER,6,6,12.96,HR,12.96,HR
C-12072-58683,3/15/12,3/12/12,CERTIFIED,H-2B,MA,5/1/12,10/31/12,SWORDFISH ENTERPRISES DBA THE INNS OF MENEMSHA,12 MENEMSHA RD.,,MENEMSHA,MA,02552,ANA OCHOA COHEN,BETHESDA,MD,305.281-010,Cook,352013,"Cooks, Private Household",COOK,3,3,14.59,HR,14.59,HR
C-12072-58684,3/15/12,3/12/12,CERTIFIED,H-2B,MS,4/1/12,11/18/12,"J. BUTLER, INC. DBA BUTLER POOL & SPA",308 BONNY BLUE LANE,,OLIVE BRANCH,MS,38654,LORI ANN WHITTEN OR DANIELLE RENE CLARK/ACTION VIS,WYLIE,TX,869.664-014,Construction Worker I,473012,Helpers--Carpenters,CONSTRUCTION WORKER I,4,4,11.81,HR,11.81,HR
C-12046-58251,3/16/12,2/15/12,PARTIAL CERTIFIED,H-2B,ME,5/1/12,11/30/12,JONATHAN'S INC.,92 BOURNE LANE,,OGUNQUIT,ME,03907,LINDA TURNER / ADNIL SERVICES,BRUNSWICK,ME,313.361-014,Cook,352014,"Cooks, Restaurant",COOK,4,3,12.51,HR,12.51,HR
C-12048-58299,3/16/12,2/17/12,PARTIAL CERTIFIED,H-2B,WA,5/1/12,12/31/12,"RAMOS REFORESTATION, INC.",1760 MT. BRYNION RD.,,KELSO,WA,98626,,,,452.687-010,Forest Worker,454011,Forest and Conservation Workers,FOREST WORKER,52,42,8.83,HR,8.83,HR
C-12054-58389,3/16/12,2/23/12,CERTIFIED,H-2B,MI,4/20/12,11/12/12,"GRAND TRAVERSE RESORT & SPA, LLC",P.O. BOX 404,,ACME,MI,49610,"ROBERT M BIRACH/CHARFOOS, GIOVAN & BIRACH",DETROIT,MI,361.687-030,"Washer, Hand",519198,Helpers--Production Workers,"WASHER, HAND",15,15,8.06,HR,8.06,HR
C-12054-58412,3/16/12,2/23/12,PARTIAL CERTIFIED,H-2B,TX,4/23/12,1/18/13,"PORT ENTERPRISES, LTD.",11303 CONROY LANE,,MANCHACA,TX,78652,KEMAL IAN BENOUIS / BENOUIS LAW OFFICE,MANCHACA,TX,519.687-026,"Laborer, General",519198,Helpers--Production Workers,"LABORER, GENERAL",75,72,,,,
C-12054-58418,3/16/12,2/23/12,CERTIFIED,H-2B,TX,4/1/12,12/31/12,CARDONA HARVESTING,PO BOX 628,,PEARSALL,TX,78061,"ELIZABETH VILLALPANDO/M.A. RAMOS & ASSOCIATES, PC",LAREDO,TX,920.587-018,"Packager, Hand",537064,"Packers and Packagers, Hand","PACKAGER, HAND",40,40,8.1,HR,8.1,HR
C-12055-58420,3/16/12,2/24/12,CERTIFIED,H-2B,MI,5/15/12,10/31/12,"GRAND TRAVERSE RESORT & SPA, LLC",100 GRAND TRAVERSE VILLAGE BLVD,,ACME,MI,49610,"ROBERT M BIRACH/CHARFOOS, GIOVAN & BIRACH",DETROIT,MI,310.137-022,"Steward/Stewardess, Banquet",351012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,"STEWARD/STEWARDESS, BANQUET",5,5,8.13,HR,8.13,HR
C-12055-58427,3/16/12,2/24/12,CERTIFIED,H-2B,MA,3/15/12,12/15/12,THE RED INN AT PROVINCETOWN INC,15 COMMERICIAL STREET,,PROVINCETOWN,MA,02657,,,,305.281-010,Cook,352013,"Cooks, Private Household",COOK,8,8,12.9,HR,12.9,HR
