CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-08141-37115,5/21/08,5/20/08,CERTIFIED,UT,8/1/08,4/30/09,BEEHIVE GLASS,3070 EAST 3300 SOUTH,,SALT LAKE CITY,UT,84109,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,10,8.26,HR,8.5,HR
A-08137-37098,5/21/08,5/16/08,CERTIFIED,NY,8/15/08,2/15/09,KLEIN'S KILL FRUIT FARMS CORP.,469 ROUTE 10,,GERMANTOWN,NY,12526,STEVEN MCKAY / MICOSTA ENTERPRISES,3007 ROUTE 20,HUDSON,NY,"SORTER, AGRICULTURAL PRODUCE",20,7.22,HR,7.5,HR
A-08134-37061,5/21/08,5/12/08,CERTIFIED,FL,8/1/08,5/31/09,"KEYS FISHERIES, INC.",3390 GULFVIEW AVENUE,,MARATHON,FL,33050,SANDESH PRAJAPATI,4 PERTH RD,ARLINGTON,MA,GRADER,20,8.55,HR,8.55,HR
A-08133-37052,5/21/08,5/12/08,CERTIFIED,NY,6/25/08,1/30/09,STAR ONE STAFFING INTERNATIONAL INC.,2414 CORAL WAY,,MIAMI,FL,33145,LILIANA J. CUEVA,"LAW OFFICES OF LILIANA J. CUEVA, P.A.",MIAMI,FL,"WAITER/WAITRESS, FORMAL",21,7.6,HR,7.6,HR
A-08137-37100,5/21/08,5/16/08,CERTIFIED,FL,8/1/08,5/31/09,JOHN'S ISLAND CLUB INC.,3 JOHN'S ISLAND DRIVE,,VERO BEACH,FL,32963,,,,,DINING ROOM ATTENDANT,125,6.74,HR,7,HR
A-08137-37101,5/21/08,5/16/08,CERTIFIED,FL,8/1/08,4/30/09,"PATRIOT PRO CLEANING, LLC D/B/A LIVING CLEAN SOLUT",1901 DERBY GLEN DRIVE,,ORLANDO,FL,32837,,,,,"CLEANER, HOUSEKEEPING",160,7.37,HR,7.37,HR
A-08134-37066,5/21/08,5/13/08,PARTIAL CERTIFIED,VA,8/25/08,6/4/09,BONUMS OYSTER COMPANY INC.,1336 BONUMS ROAD,,KINSALE,VA,22488,THE LABOR COMPANY,ATTN: A. WRIGHT,AMHERST,VA,SHELLFISH SHUCKER,140,6.55,HR,6.55,HR
A-08137-37099,5/21/08,5/16/08,CERTIFIED,VA,8/25/08,6/25/09,W. E. KELLUM,P.O. BOX 249,,WEEMS,VA,22576,THE LABOR COMPANY,ATTN: A. WRIGHT,AMHERST,VA,SHELLFISH SHUCKER,35,6.55,HR,6.55,HR
A-08137-37090,5/21/08,5/16/08,CERTIFIED,PA,10/1/08,5/31/09,"TLC PHILADELPHIA STADIUMS, INC.",797 TREE LANE,,WEST CHESTER,PA,19380,"MATTHEW I. HIRSCH, ESQUIRE",THE LAW OFFICE OF MATTHEW I. HIRSCH,WAYNE,PA,FAST FOODS WORKER,10,7.29,HR,8.75,HR
A-08141-37121,5/21/08,5/20/08,PARTIAL CERTIFIED,DE,7/1/08,1/31/09,ELEVATION RETAIL LLC,"8222 S. 48TH STREET, SUITE #205",,PHOENIX,AZ,85044,ANDREW W. SHACKELFORD,"FRAGOMEN, DEL RAY, BERNSEN & LOEWY, LLP",PHOENIX,AZ,"SALESPERSON, GENERAL MERCHANDISE",12,7.36,HR,7.36,HR
A-08038-35856,5/22/08,2/7/08,DENIED,MS,3/8/08,6/1/08,"SIGNAL INTERNATIONAL, LLC",601 BAYOU CASSOTTE PARKWAY,,PASCAGOULA,MS,39581,"PATRICIA A. BOLLMAN, APLC",P.O. BOX 13707,NEW ORLEANS,LA,METAL FABRICATOR APPRENTICE,0,13.45,HR,13.45,HR
A-08038-35857,5/22/08,2/7/08,DENIED,MS,3/8/08,6/1/08,"SIGNAL INTERNATIONAL, LLC",601 BAYOU CASSOTTE PARKWAY,,PASCAGOULA,MS,39581,"PATRICIA A. BOLLMAN, APLC",P.O. BOX 13707,NEW ORLEANS,LA,WELDER FITTER,0,15.5,HR,17.51,HR
A-08081-36593,5/22/08,3/21/08,DENIED,MA,4/1/08,12/15/08,ROBERTS HOUSE INN,11 INDIA STREET,,NANTUCKET,MA,02554,DAVID S. MERSON,SCHWARTZ HANNUM PC,ANDOVER,MA,"CLEANER, HOUSEKEEPING",0,8.39,HR,8.5,HR
C-08134-37070,5/22/08,5/13/08,CERTIFIED,CO,6/15/08,10/31/08,ENTERPRISE HOTELS OF COLORADO D/B/A BEAVER CREEK L,26 AVONDALE LANE,,AVON,CO,81620,"DIANE HOLLOWAY, DHI LLC",7802 KINGSPOINTE PKWY,ORLANDO,FL,"WAITER/WAITRESS, INFORMAL",12,6.09,HR,7.02,HR
A-08126-37011,5/22/08,5/5/08,DENIED,MS,7/31/08,7/30/09,"DIRECT WORKFORCE, INC.",1946 JACKSON AVENUE,,PASCAGOULA,MS,39581,"BETH ANN BROYLES,  ESQ.",BROYLES LAW OFFICE,EVANSTON,IL,"BRAZER, ASSEMBLER",0,15.5,HR,15.5,HR
C-08122-36978,5/22/08,5/1/08,CERTIFIED,LA,8/1/08,1/31/09,LULA FACTORY,"351 HWY. 999,",,BELLE ROSE,LA,70341,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,SUGAR BOILER,4,13.07,HR,13.88,HR
A-08126-36997,5/22/08,5/2/08,DENIED,FL,8/1/08,6/1/09,"CENTURY SHIP SERVICE, INC.",2802 SOUTH PARK ROAD,,PEMBROKE PARK,FL,33009,LAUREN J. MORRISON,,FT. LAUDERDALE,FL,PIPE FITTER,0,15.09,HR,17.09,HR
C-08140-37104,5/22/08,5/19/08,CERTIFIED,AK,6/1/08,11/15/08,"WESTWARD SEAFOODS, INC.","2101 FOURTH AVE, SUITE 1700",,SEATTLE,WA,98121,RICHARD M. RAWSON,DAVIS WRIGHT TREMAINE LLP,SEATTLE,WA,FISH CLEANER,2,13,HR,13,HR
C-08141-37105,5/22/08,5/19/08,PARTIAL CERTIFIED,TX,8/15/08,5/15/09,COASTAL EMPLOYMENT AGENCY,P.O. BOX 5515,,SAN LEON,TX,77539,CONNIE L. CHAVEZ,24885 FM 1847,RIO HONDO,TX,SAUSAGE MEAT TRIMMER,100,6.4,HR,6.4,HR
C-08142-37125,5/22/08,5/21/08,PARTIAL CERTIFIED,MO,8/15/08,5/9/09,"CRYSTAL MANAGEMENT, INC",9218 METCALF AVE.,SUITE 250,OVERLAND PARK,KS,66212,"GAIL A. GOEKE, MCCRUMMEN IMMIGRATION LAW GROUP LLC",P.O. BOX 34664,KANSAS CITY,MO,HOUSEKEEPER,135,6.98,HR,6.98,HR
C-08137-37093,5/22/08,5/16/08,CERTIFIED,OH,6/25/08,12/31/08,"GRACE BROTHERS LANDSCAPING, INC.",4463 WEYMOUTH RD.,,MEDINA,OH,44256,SARAH E. FARRELL,INTERNATIONAL LABOR MANAGEMENT CORP.,VASS,NC,"LABORER, LANDSCAPE",10,7.54,HR,7.54,HR
C-08141-37118,5/22/08,5/20/08,CERTIFIED,AZ,7/1/08,1/31/09,ELEVATION RETAIL LLC,8222 S. 48TH STREET,SUITE #205,PHOENIX,AZ,85044,ANDREW W. SHACKELFORD,"FRAGOMEN, DEL RAY, BERNSEN & LOEWY, LLP",PHOENIX,AZ,SALES CLERK,8,7.92,HR,8,HR
C-08133-37053,5/22/08,5/12/08,CERTIFIED,LA,8/15/08,5/15/09,R & A OYSTER COMPANY BOATS,101 VICTORIA DRIVE,,BELLE CHASSE,LA,70037,CONNIE L. CHAVEZ,24885 FM 1847,RIO HONDO,TX,"DECKHAND, FISHING VESSEL",30,8.21,HR,8.32,HR
C-08141-37111,5/22/08,5/19/08,CERTIFIED,CO,6/15/08,9/30/08,"DESTINATION VAIL HOTEL, INC D/B/A VAIL CASCADE RES",1300 WESTHAVEN DRIVE,,VAIL,CO,81657,JOHN MCNAMARA,THE MCNAMARA FIRM L.P.,AUSTIN,TX,"CLEANER, HOUSEKEEPING",25,9.03,HR,10,HR
C-08121-36956,5/22/08,4/30/08,CERTIFIED,LA,8/1/08,1/30/09,RACELAND RAW SUGAR CORP.,HWY.182 AND MILL STREET,P.O. BOX 159,RACELAND,LA,70394,,,,,BOILER OPERATOR HELPER,3,11.63,HR,11.63,HR
C-08134-37067,5/23/08,5/13/08,CERTIFIED,UT,7/1/08,5/31/09,"JAPANESE AUTO REPAIR, INC",235 WEST 300 SOUTH,,PROVO,UT,84601,SERGIO CENTRO LATINO,284 NORTH STATE ST,OREM,UT,AUTOMOBILE MECHANIC,2,10.68,HR,10.68,HR
C-08130-37041,5/23/08,5/8/08,CERTIFIED,UT,8/15/08,1/31/09,MEIER'S GAME PROCESSING,12835 S. MINUTEMAN DRIVE,,DRAPER,UT,84020,ROD WILLIAMS,PO BOX 140,JOYCE,WA,"KISS SETTER, HAND",8,7.37,HR,7.37,HR
C-08130-37043,5/23/08,5/8/08,CERTIFIED,LA,8/1/08,5/31/09,"LOUISIANA RICE MILL ,LLC",P.O. DRAWER 160,102 SOUTH 13TH STREET,MERMENTAU,LA,70556,LYDIA TAYLOR @LABORMEX,4071 LYBYER AVE.,MIAMI,FL,MATERIAL HANDLER,30,6.82,HR,6.85,HR
C-08128-37030,5/23/08,5/7/08,CERTIFIED,KS,8/15/08,3/31/09,GREAT BEND PACKING (DIVISION OF JOHN MORRELL),30 SOUTH EAST 10 ROAD,,GREAT BEND,KS,67530,KEVIN OPP,"EMPLOYMENT USA, LLC",ABERDEEN,SD,MEAT DRESSER,50,9.45,HR,9.45,HR
A-08126-36992,5/23/08,5/2/08,CERTIFIED,FL,5/20/08,10/31/08,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,,,,,"CLERK, GENERAL",1,7.71,HR,7.71,HR
A-08126-36995,5/23/08,5/2/08,PARTIAL CERTIFIED,FL,6/4/08,10/31/08,THE EVERGLADES CLUB,356 WORTH AVENUE,,PALM BEACH,FL,33480,,,,,GOLF RANGE ATTENDANT,2,6.87,HR,6.87,HR
A-08015-34847,5/23/08,1/10/08,DENIED,MS,4/1/08,2/1/09,KESWANI GROUP INC.,4308 MAGAZINE ST.,,NEW ORLEANS,LA,70115,MALVEM C. BURNETT,LAW OFFICES OF MALVEM C. BURNETT,NEW ORLEANS,LA,"COOK, SPECIALTY, FOREIGN FOOD",0,7.81,HR,8.1,HR
A-08137-37102,5/23/08,5/16/08,PARTIAL CERTIFIED,FL,6/21/08,8/4/08,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE S. KAN,"KAN LAW, P.C.",IRVING,TX,"LABORER, LANDSCAPE",40,7.63,HR,7.63,HR
C-08142-37127,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,"STERLING SUGARS, INC.",611 IRISH BEND ROAD,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"MAINTENANCE REPAIRER, INDUSTRIAL",1,8.06,HR,8.5,HR
C-08142-37128,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,STERLING SUGARS INC.,611 IRISH BEND RD.,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,FOOD TESTER,2,10.7,HR,10.7,HR
C-08142-37129,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,"STERLING SUGARS, INC.",611 IRISH BEND RD.,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,SUGAR BOILER,3,9.28,HR,10.3,HR
C-08142-37131,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,"STERLING SUGARS, INC",611 IRISH BEND ROAD,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,FOOD TESTER,2,10.7,HR,13,HR
C-08142-37126,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,"STERLING SUGARS, INC.",611 IRISH BEND ROAD,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,"SUPERVISOR, REFINING",1,10.24,HR,12.76,HR
C-08142-37130,5/23/08,5/21/08,CERTIFIED,LA,9/1/08,1/30/09,STERLING SUGARS INC.,611 IRISH BEND RD.,,FRANKLIN,LA,70538,BRENDA J. DEARMAS RICCI,#2 CANAL STREET,NEW ORLEANS,LA,BOILER OPERATOR HELPER,4,10.45,HR,12.13,HR
A-07362-33034,5/23/08,12/26/07,DENIED,DE,3/1/08,11/1/08,"BIGGER BOATS, LLC  T/A WINGS TO GO",1814 HIGHWAY ONE,,DEWEY BEACH,DE,19971,,,,,FAST FOODS WORKER,0,6.82,HR,6.82,HR
C-08114-36874,5/23/08,4/23/08,PARTIAL CERTIFIED,OK,5/15/08,11/15/08,"AMERICAN SERVICES, INC",10323 E. 50TH STREET,,TULSA,OK,74146,DAVID I. KOTICK,"LOMA USA, INC",ASTORIA,NY,"LABORER, LANDSCAPE",25,7.13,HR,7.13,HR
C-08120-36930,5/23/08,4/29/08,CERTIFIED,AZ,5/24/08,10/7/08,KENT JENSEN,16403 N. 7TH PLACE,,PHOENIX,AZ,85022,"RICKI HINRICHS, INC.",851 E. FRIESS DR,PHOENIX,AZ,"EXERCISER, HORSE",2,6.9,HR,10,HR
C-08122-36959,5/23/08,4/29/08,CERTIFIED,AZ,5/24/08,10/7/08,JACQUE GUERRA,1608 W. RENEE DR.,,PHOENIX,AZ,85027,"RICKI HINRICHS, INC.",851 E. FRIESS DR,PHOENIX,AZ,"EXERCISER, HORSE",1,6.9,HR,10,HR
C-08113-36862,5/23/08,4/21/08,CERTIFIED,TX,5/15/08,2/15/09,"COZART METAL BUILDING SYSTEMS, INC.",P.O. BOX 1195,,AZLE,TX,76098,,,,,CONSTRUCTION WORKER I,5,8.13,HR,8.25,HR
A-07298-28699,5/23/08,10/25/07,DENIED,KY,2/1/08,11/30/08,"SWARTZ MOWING, INC.","RT. 36, P.O. BOX 124",,OLYMPIA,KY,40358,"ELIZABETH CONLEY, ESQ.","1389 ALEXANDRIA DRIVE, STE 9",LEXINGTON,KY,"LABORER, LANDSCAPE",0,7.72,HR,7.72,HR
C-08144-37165,5/27/08,5/23/08,CERTIFIED,LA,8/15/08,6/15/09,LAURENTINO M. CARDENAS,108 SWAMP DRIVE,,BOURG,LA,70343,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,"DECKHAND, FISHING VESSEL",45,8.21,HR,8.21,HR
A-08143-37135,5/27/08,5/21/08,CERTIFIED,VA,9/1/08,6/30/09,LITTLE BAY OYSTER INC.,614 SWEET HALL DRIVE,,REEDVILLE,VA,22578,"INTERNATIONAL LABOR MANAGEMENT CORP, SARAH  FARREL",230 CAMERON AVE,VASS,NC,SHELLFISH SHUCKER,40,6.08,HR,6.63,HR
A-08143-37139,5/27/08,5/22/08,CERTIFIED,VA,9/1/08,6/30/09,"BOWMAN APPLE PRODUCTS, INC.",10119 OLD VALLEY PIKE,PO BOX 817,MT. JACKSON,VA,22842,"MAS LABOR H2B , LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,EQUIPMENT CLEANER,33,7.75,HR,7.75,HR
A-08141-37114,5/27/08,5/20/08,CERTIFIED,VA,9/1/08,6/30/09,"PURCELL'S SEAFOOD, INC.",P.O. BOX 7,,BURGESS,VA,22432,THE LABOR COMPANY  A. WRIGHT,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,SHELLFISH SHUCKER,30,6.08,HR,6.55,HR
A-08144-37162,5/27/08,5/23/08,CERTIFIED,FL,8/20/08,5/20/09,"WB IMPROVEMENT, INC.",2832 RIPTON COURT,,ORLANDO,FL,32835,,,,,"CLEANER, HOUSEKEEPING",85,7.37,HR,7.37,HR
A-08144-37156,5/27/08,5/23/08,CERTIFIED,FL,7/1/08,2/28/09,"BLACK JADE, LLC DBA LE BANYAN RESTAURANT",7300 OCEAN DRIVE,,MIAMI BEACH,FL,33141,"GLORIA ROA BODIN, ESQ.","GLORIA ROA BODIN, P.A.",CORAL GABLES,FL,COOK,5,8.42,HR,10.73,HR
A-08143-37133,5/27/08,5/21/08,CERTIFIED,FL,7/1/08,12/31/08,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,DAVID I. KOTICK,"LOMA USA, INC",ASTORIA,NY,"CLEANER, HOUSEKEEPING",75,7.04,HR,7.04,HR
A-08143-37142,5/27/08,5/22/08,CERTIFIED,NJ,5/15/08,10/31/08,BALTUSROL GOLF CLUB,201 SHUNPIKE ROAD,,SPRINGFIELD,NJ,07081,"MATTHEW S. DUNN, ESQ",KRAMER LEVIN NAFTALIS & KRANKEL LLP,NEW YORK,NY,COOK,1,9.22,HR,12,HR
A-08143-37144,5/27/08,5/22/08,CERTIFIED,AL,9/1/08,6/30/09,ANNA'S SEAFOOD. INC.,14540-A TABB ST.,,CODEN,AL,36523,"INTERNATIONAL LABOR MANAGEMENT CORP, SARAH  FARREL",230 CAMERON AVE,VASS,NC,SHELLFISH SHUCKER,20,6.47,HR,6.47,HR
A-08143-37136,5/27/08,5/21/08,CERTIFIED,MD,7/1/08,1/31/09,ELEVATION RETAIL LLC,"8222 S. 48TH STREET, SUITE #205",,PHOENIX,AZ,85044,ANDREW W. SHACKELFORD,"FRAGOMEN, DEL RAY, BERNSEN & LOEWY, LLP",PHOENIX,AZ,"SALESPERSON, COSMETICS AND TOILETRIES",12,7.48,HR,7.48,HR
A-08143-37137,5/27/08,5/21/08,CERTIFIED,MD,7/1/08,1/31/09,ELEVATION RETAIL LLC,"8222 S. 48TH STREET, SUITE #205",,PHOENIX,AZ,85044,ANDREW W. SHACKELFORD,"FRAGOMEN, DEL RAY, BERNSEN & LOEWY, LLP",PHOENIX,AZ,"SALESPERSON, COSMETICS AND TOILETRIES",12,7.18,HR,7.18,HR
A-08143-37145,5/27/08,5/22/08,CERTIFIED,AL,9/1/08,6/30/09,T&W SEAFOOD DBA WRIGHT BRAND OYSTERS,PO BOX 914,,BAYOU LA BATRE,AL,36509,"INTERNATIONAL LABOR MANAGEMENT CORP, SARAH  FARREL",230 CAMERON AVE,VASS,NC,SHELLFISH SHUCKER,20,6.47,HR,7.05,HR
A-08144-37155,5/27/08,5/23/08,CERTIFIED,FL,9/1/08,6/30/09,PEOPLE INC.,"12520 OLIVE BLVD, PMB 360",,ST. LOUIS,MO,63141,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",25,6.97,HR,6.97,HR
A-08144-37149,5/27/08,5/23/08,PARTIAL CERTIFIED,FL,9/1/08,6/30/09,PEOPLE INC.,12520 OLIVE BLVD.,PMB 360,ST. LOUIS,MO,63141,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",75,7.33,HR,7.33,HR
A-08144-37148,5/27/08,5/23/08,PARTIAL CERTIFIED,FL,9/1/08,6/30/09,PEOPLE INC.,"12520 OLIVE BLVD, PMB 360",,ST. LOUIS,MO,63141,DAVID I. KOTICK,"LOMA USA, INC",ASTORIA,NY,"CLEANER, HOUSEKEEPING",40,7.77,HR,7.77,HR
A-08144-37150,5/27/08,5/23/08,CERTIFIED,FL,9/1/08,6/30/09,PEOPLE INC.,12520 OLIVE BLVD.,PMB 360,ST. LOUIS,MO,63141,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",75,7.04,HR,7.04,HR
A-08144-37147,5/27/08,5/23/08,PARTIAL CERTIFIED,VA,9/1/08,6/30/09,HAMPTON SEAFOOD MARKET,509 BASSETTE STREET,,HAMPTON,VA,23669,THE LABOR COMPANY -A. WRIGHT,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,"PACKAGER, HAND",45,6.55,HR,6.55,HR
A-08144-37146,5/27/08,5/23/08,CERTIFIED,AL,9/1/08,6/30/09,B & D SEAFOOD,13871 SHELLBELT ROAD,,BAYOU LA BATRE,AL,36509,USA WORKS ..... FOR YOU (BECKY DASHER),500 OCEAN POND ROAD,LAKE PARK,GA,SHELLFISH SHUCKER,20,6.47,HR,6.7,HR
A-08148-37185,5/28/08,5/27/08,CERTIFIED,FL,8/15/08,5/15/09,EPCO PEOPLE EMPLOYMENT CORP.,7512 DR. PHILLIPS BOULEVARD #50-192,,ORLANDO,FL,32819,,,,,"CLEANER, HOUSEKEEPING",40,7.37,HR,7.37,HR
A-08148-37187,5/28/08,5/27/08,PARTIAL CERTIFIED,FL,7/1/08,12/31/08,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",50,7.33,HR,7.33,HR
A-08148-37188,5/28/08,5/27/08,PARTIAL CERTIFIED,FL,7/1/08,12/31/08,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",35,7.77,HR,7.77,HR
A-08148-37180,5/28/08,5/27/08,PARTIAL CERTIFIED,SC,9/1/08,6/30/09,"HOTEL & RESORT SERVICES, INC.","1001 CRAIG ROAD, SUITE 260",,ST. LOUIS,MO,63146,DAVID I. KOTICK,LOMA USA INC.,ASTORIA,NY,"CLEANER, HOUSEKEEPING",210,6.86,HR,6.86,HR
C-08148-37194,5/28/08,5/27/08,PARTIAL CERTIFIED,AZ,8/22/08,5/31/09,THE SCOTTSDALE PLAZA RESORT,7200 N SCOTTSDALE RD.,,SCOTTSDALE,AZ,85253,"DIANE HOLLOWAY, DHI LLC",7802 KINGSPOINTE PKWY,ORLANDO,FL,"CLEANER, HOUSEKEEPING",26,6.9,HR,8.5,HR
C-08141-37106,5/28/08,5/19/08,PARTIAL CERTIFIED,TX,8/11/08,5/15/09,RODRIGUEZ BOATS,1005 S. VIRGINIA,,PORT LAVACA,TX,77979,CONNIE L. CHAVEZ,24885 FM 1847,RIO HONDO,TX,"DECKHAND, FISHING VESSEL",45,8.43,HR,8.43,HR
A-08143-37134,5/29/08,5/21/08,PARTIAL CERTIFIED,MS,7/1/08,4/15/09,ANTHONY BULL COMPANY,2866 S. 2000 E,,WENDELL,ID,83355,GLENDA CABRERA,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,FOREST WORKER,500,9.18,HR,9.18,HR
A-08137-37096,5/29/08,5/16/08,CERTIFIED,MS,8/17/08,6/1/09,GENE D. SAUCIER,41 SAUCIER ROAD,,HATTIESBURG,MS,39402,,,,,TREE PLANTER,1,11.67,HR,11.67,HR
C-08148-37172,5/29/08,5/27/08,CERTIFIED,TX,7/15/08,5/15/09,CAPSTAR WIRELESS SERVICES,"4768 HWY 123, BLDG 1",,SAN MARCOS,TX,78666,,,,,CONSTRUCTION WORKER I,10,7.66,HR,8.5,HR
A-08149-37203,5/29/08,5/28/08,CERTIFIED,NY,8/15/08,1/15/09,"FIX BROTHERS, INC.",247 WHITE BIRCH RD.,,HUDSON,NY,12534,STEVEN MCKAY,MICOSTA ENTERPRISES,HUDSON,NY,"SORTER, AGRICULTURAL PRODUCE",20,7.22,HR,7.5,HR
C-08122-36960,5/29/08,4/29/08,CERTIFIED,LA,8/1/08,1/31/09,"CAJUN SUGARS COOP, INC.",2711 NORTHSIDE RD.,,NEW IBERIA,LA,70560,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,"SUPERVISOR, REFINING",1,13.45,HR,16,HR
C-08121-36955,5/29/08,4/30/08,CERTIFIED,LA,8/1/08,1/30/09,RACELAND RAW SUGAR CORPORATION,HWY.182 AND MILL STREET,P.O. BOX 159,RACELAND,LA,70394,,,,,SUGAR BOILER,4,9.83,HR,9.83,HR
C-08120-36931,5/29/08,4/29/08,CERTIFIED,LA,8/1/08,1/31/09,"CAJUN SUGARS COOP, INC.","2711 NORTHSIDE RD.,",,NEW IBERIA,LA,70560,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,SUGAR BOILER,5,11.49,HR,11.49,HR
C-08128-37025,5/29/08,5/6/08,CERTIFIED,AZ,8/1/08,5/31/09,"DISCOUNT TILE, INC.",10720 W. INDIAN SCHOOL ROAD,SUITE 64,PHOENIX,AZ,85037,RAUL LEON,SUAME CORP,PHOENIX,AZ,TILE FINISHER,3,7.52,HR,8,HR
C-08122-36961,5/29/08,4/29/08,CERTIFIED,LA,8/1/08,1/31/09,"CAJUN SUGARS COOP, INC.",2711 NORTHSIDE RD.,,NEW IBERIA,LA,70560,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,SUGAR BOILER,4,14.66,HR,14.66,HR
C-08122-36976,5/29/08,5/1/08,CERTIFIED,LA,8/1/08,1/31/09,ST. MARY SUGAR COOP,20056 LA HWY 182,,JEANERETTE,LA,70544,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,"SUPERVISOR, REFINING",2,13.45,HR,16,HR
C-08122-36964,5/29/08,4/29/08,CERTIFIED,LA,8/1/08,1/31/09,"CAJUN SUGARS  COOP, INC.",2711 NORTHSIDE RD.,,NEW IBERIA,LA,70560,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,EVAPORATOR OPERATOR,1,11.49,HR,11.49,HR
C-08148-37195,5/29/08,5/27/08,CERTIFIED,AZ,8/22/08,5/31/09,THE SCOTTSDALE PLAZA RESORT,7200 N SCOTTSDALE RD.,,SCOTTSDALE,AZ,85253,"DIANE HOLLOWAY, DHI LLC",7802 KINGSPOINTE PKWY,ORLANDO,FL,KITCHEN HELPER,14,6.9,HR,8.5,HR
C-08148-37196,5/29/08,5/27/08,CERTIFIED,LA,9/1/08,7/1/09,ADVANCED MASONRY SERVICES LLC,"18465 MANCHAC LAKE DR.,",,PRAIRIEVILLE,LA,70769,,,,,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",40,9.03,HR,10,HR
C-08123-36983,5/29/08,5/1/08,CERTIFIED,LA,8/1/08,1/31/09,ST. MARY SUGAR COOP,20056 LA HWY 182,,JEANERETTE,LA,70544,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,SUGAR BOILER,2,13.07,HR,13.07,HR
C-08122-36977,5/29/08,5/1/08,CERTIFIED,LA,8/1/08,1/31/09,ST. MARY SUGAR COOP,20056 LA HWY 182,,JEANERETTE,LA,70544,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,SUGAR BOILER,4,11.49,HR,11.49,HR
C-08123-36984,5/29/08,5/1/08,CERTIFIED,LA,8/1/08,1/31/09,ST. MARY SUGAR COOP,20056 LA HWY 182,,JEANERETTE,LA,70544,JACKIE MITCHELL,3939 TWELVE OAKS AVENUE,BATON ROUGE,LA,FILTER OPERATOR,2,11.49,HR,11.49,HR
