CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-11028-53695,4-Feb-11,28-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,10-Dec-11,"L. F. MAHONEY, INC.",P.O. BOX 3637 (MAILING),4721 HARFORD ROAD,BALTIMORE,MD,21214,EVELYN AMANDA WRIGHT,ROSELAND,VA,862.684-014,"Laborer, Construction or Leak Gang",519198,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",12,8,11.97,HR,11.97,HR
C-10288-51206,5-Nov-10,15-Oct-10,DENIED,H-2B,MD,15-Dec-10,30-Nov-11,"UNITED IRON & METAL, LLC",909 MILLINGTON AVENUE,,BALTIMORE,MD,21223,,,,914.362-014,Construction-and-Maintenance Inspector,519061,"Inspectors, Testers, Sorters, Samplers, and Weighers",CONSTRUCTION AND MAINTENANCE INSPECTOR,1,0,22,HR,22,HR
C-10301-51405,2-Nov-10,28-Oct-10,PARTIAL CERTIFIED,H-2B,MD,1-Feb-11,1-Dec-11,THE LAWN CREW LLC,3337 E. JOPPA RD,,PARKVILLE,MD,21234,BRANDI  COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18,17,9.18,HR,9.18,HR
C-11006-53109,12-Jan-11,6-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,13-Dec-11,"PORTER LANDSCAPING, INC.",7621 FITCH LANE,,BALTIMORE,MD,21236,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",22,16,9.21,HR,9.21,HR
C-10354-52475,5-Jan-11,20-Dec-10,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,"APEX GROUNDS MANAGEMENT, INC",7400 DOGWOOD ROAD,,BALTIMORE,MD,21244,"ELIZABETH D. WHITLEY MASLABOR H2B,LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10,8,9.74,HR,9.74,HR
C-11040-53937,15-Feb-11,9-Feb-11,CERTIFIED,H-2B,MD,1-Mar-11,31-Dec-11,MARTIN'S INC.,6821 DOGWOOD ROAD,,BALTIMORE,MD,21244,JOHN MCNAMARA,AUSTIN,TX,319.677-014,"Food-Service Worker, Hospital",353041,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",24,24,10.32,HR,10.32,HR
C-11005-53065,11-Jan-11,5-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,13-Dec-11,CLIPPER'S INC.,105 HV NUTT CIRCLE,"P.O. BOX 220833, CHANTILLY, VA 20171",ANNAPOLIS,MD,21402,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,22,9.18,HR,9.18,HR
C-10277-51130,26-Oct-10,4-Oct-10,DENIED,H-2B,MD,1-Oct-10,28-Feb-11,"CAROLINE'S, INC. DBA CAROLINE'S CAKES",1580 WHITEHALL ROAD,,ANNAPOLIS,MD,21409,JOHN E. REARDON,GLENWOOD SPRINGS,CO,526.381-010,Baker,513011,Bakers,BAKER,1,0,,,,
C-10341-52181,10-Dec-10,7-Dec-10,CERTIFIED,H-2B,MD,11-Mar-11,15-Nov-11,"FRANK JOSEPH AND SONS, INC. DBA JOLLY SHOWS",514 TREMONT CIRCLE,,ANNAPOLIS,MD,21409,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,28,28,300,WK,300,WK
C-11007-53195,31-Jan-11,7-Jan-11,DENIED,H-2B,MD,20-Dec-10,28-Feb-11,CAROLINE'S INC. DBA CAROLINE'S CAKE,1580 WHITEHALL ROAD,,ANNAPOLIS,MD,21409,JOHN E. REARDON,GLENWOOD SPRINGS,CO,313.381-010,Baker,513011,Bakers,BAKER,1,0,,,,
C-11012-53319,31-Jan-11,12-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,"EASTON ICE CO., INC.",108 EAST AVE.,"PO BOX 309, SECRETARY, MD  21664",EASTON,MD,21601,EVELYN AMANDA WRIGHT,ROSELAND,VA,292.353-010,"Driver, Sales Route",533031,Driver/Sales Workers,"DRIVER, SALES ROUTE",15,14,9.3,HR,9.3,HR
C-11005-53057,25-Jan-11,5-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,"THE J.M. CLAYTON COMPANY, INC.",108 COMMERCE ST.,,CAMBRIDGE,MD,21613,,,,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",95,91,,,,
C-10351-52389,5-Jan-11,17-Dec-10,CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,DUANE L. ELLIOTT,5389 CASSONS NECK ROAD,,CAMBRIDGE,MD,21613,,,,525.684-014,"Butcher, Fish",513022,"Meat, Poultry, and Fish Cutters and Trimmers","BUTCHER, FISH",10,10,8.38,HR,8.38,HR
C-11059-54257,8-Apr-11,28-Feb-11,DENIED,H-2B,MD,1-May-11,15-Nov-11,MARINE RESORTS INC DBA THE SANDBAR AT ROLPH'S WHAR,1008 ROLPH'S WHARF RD,,CHESTERTOWN,MD,21620,,,,312.477-010,Bar Attendant,353011,Bartenders,BAR ATTENDANT,1,0,7.25,HR,7.25,HR
C-11004-53039,25-Jan-11,4-Jan-11,PARTIAL CERTIFIED,H-2B,MA,1-Apr-11,31-Dec-11,DWAYNE EDDIE SIMMONS DBA PROUD PUP FISHERIES,2131A HOOPERSVILLE RD,,FISHING CREEK,MA,21634,,,,353.161-010,"Guide, Hunting and Fishing",396022,Travel Guides,"GUIDE, HUNTING AND FISHING",10,9,8.38,HR,8.38,HR
C-11034-53750,8-Feb-11,1-Feb-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,30-Nov-11,"A.E. PHILLIPS AND SON, INC.",2423 HOOPERS ISLAND ROAD,,FISHING CREEK,MD,21634,,,,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",50,49,7.25,HR,7.25,HR
C-11066-54345,21-Mar-11,7-Mar-11,PARTIAL CERTIFIED,H-2B,MD,2-May-11,15-Nov-11,"CHARLES H. PARKS & CO ., INC.",2405 HOOPERS ISLAND RD.,P.O. BOX 100,FISHING CREEK,MD,21634,,,,521.687-106,Sausage-Meat Trimmer,513022,"Meat, Poultry, and Fish Cutters and Trimmers",SAUSAGE MEAT TRIMMER,35,34,7.25,HR,7.25,HR
C-11010-53226,13-Jan-11,10-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,RUSSELL HALL SEAFOOD INC.,2501 OLD HOUSE POINT RD,PO BOX 156,FISHING CREEK,MD,21634,,,,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",70,70,7.25,HR,7.25,HR
C-11010-53218,14-Jan-11,10-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,"W.T. RUARK & CO., INC.",2543 HOOPERS ISLAND ROAD,,FISHING CREEK,MD,21634,,,,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",50,50,7.25,HR,7.25,HR
C-11021-53503,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,"TERRAPIN FISH CO., INC.",2500 OLD HOUSE POINT ROAD,,FISHING CREEK,MD,21634,EVELYN AMANDA WRIGHT,ROSELAND,VA,582.686-018,Raw-Stock-Machine Loader,537063,Machine Feeders and Offbearers,RAW STOCK MACHINE LOADER,15,15,8.97,HR,8.97,HR
C-11010-53229,31-Jan-11,10-Jan-11,CERTIFIED,H-2B,MD,4-Apr-11,16-Dec-11,"RIPPONS BROTHERS SEAFOOD, INC",1841  HOOPERSVILLE ROAD,,FISHING CREEK,MD,21634,,,,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",35,35,7.25,HR,7.25,HR
C-11010-53220,31-Jan-11,10-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,GEORGE W. HALL & SON LLC,2551 OLD HOUSE POINT RD,,FISHING CREEK,MD,21634,,,,525.687-126,Crab Meat Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,35,35,,HR,7.25,HR
C-11042-53995,17-Feb-11,11-Feb-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,SIMMONS CHESAPEAKE BAY SEAFOOD INC,2131 A HOOPERSVILLE RD,,HOOPERSVILLE,MD,21634,,,,316.684-018,Meat Cutter,513021,Butchers and Meat Cutters,MEAT CUTTER,15,15,7.25,HR,7.25,HR
C-11179-55124,5-Jul-11,28-Jun-11,CERTIFIED,H-2B,MD,1-Oct-11,30-Jun-12,HARRIS SEAFOOD COMPANY LLC,425 KENT NARROWS WAY N.,,GRASONVILLE,MD,21638,EVELYN AMANDA WRIGHT,ROSELAND,VA,449.687-010,Oyster Floater,453011,Fishers and Related Fishing Workers,OYSTER FLOATER,20,20,9,HR,9,HR
C-11035-53793,22-Feb-11,4-Feb-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,15-Nov-11,"S.E.W. FRIEL, LLP",100 FRIEL PLACE,PO BOX 10,QUEENSTOWN,MD,21658,,,,559.684-034,"Utility Worker, Production",537072,"Pump Operators, Except Wellhead Pumpers","UTILITY WORKER, PRODUCTION",90,64,7.35,HR,7.35,HR
C-10271-51093,19-Oct-10,27-Sep-10,DENIED,H-2B,MD,1-Mar-11,1-Dec-11,NORMAN ALBERT HUNTER JR. DBA HUNTERS LAWN SERVICE,510 QUEENS DR,,QUEENSTOWN,MD,21658,,,,408.684-010,Lawn-Service Worker,373011,Landscaping and Groundskeeping Workers,LAWN SERVICE WORKER,1,0,12,HR,12,HR
C-11012-53317,19-Jan-11,12-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,31-Dec-11,"CAPT. PHIPS SEAFOOD CO,. INC.",P.O. BOX 309,100 WATER STREET,21664,MD,21664,EVELYN AMANDA WRIGHT,ROSELAND,VA,525.684-054,"Trimmer, Meat",513022,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",25,25,7.25,HR,7.25,HR
C-10327-51994,29-Nov-10,23-Nov-10,PARTIAL CERTIFIED,H-2B,MD,15-Feb-11,15-Dec-11,CS LAWN & LANDSCAPE INC.,1107 BUTTERWORTH COURT,,STEVENSVILLE,MD,21666,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35,34,9.18,HR,9.18,HR
C-11201-55270,26-Jul-11,20-Jul-11,CERTIFIED,H-2B,ME,1-Sep-11,1-Apr-12,"MARITIME COFFEE TIME, LLC DBA DUNKIN DONUTS",1243 SHOPPING CENTER ROAD,,STEVENSVILLE,MD,21666,ELIZABETH D. WHITLEY,LOVINGSTON,VA,209.567-014,"Order Clerk, Food and Beverage",434151,Order Clerks,"ORDER CLERK, FOOD AND BEVERAGE",20,20,7.5,HR,7.5,HR
C-11007-53181,26-Jan-11,7-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,1-Dec-11,"LINDY'S SEAFOOD, INC.",1548 TAYLOR'S ISLAND ROAD,,WOOLFORD,MD,21677,EVELYN AMANDA WRIGHT,ROSELAND,VA,525.687-126,Crab Meat Processor,513022,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,65,65,,,,
C-10326-51958,29-Nov-10,22-Nov-10,CERTIFIED,H-2B,MD,1-Mar-11,30-Nov-11,CLIP LAWN CARE LLC,218 WEST PATRICK ST,,FREDERICK,MD,21701,,,,408.684-010,Lawn-Service Worker,373011,Landscaping and Groundskeeping Workers,LAWN SERVICE WORKER,6,6,9.74,HR,9.74,HR
C-10327-51993,9-Dec-10,23-Nov-10,PARTIAL CERTIFIED,H-2B,MD,15-Feb-11,20-Dec-11,"CREATIVE LANDSCAPES BY GREGORY, INC.",6126 JEFFERSON PIKE,,FREDERICK,VA,21703,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35,33,9.74,HR,9.74,HR
C-10308-51520,9-Nov-10,4-Nov-10,PARTIAL CERTIFIED,H-2B,MD,10-Feb-11,10-Dec-11,"PGC, INC.",8710 FINGERBOARD ROAD,,URBANA,MD,21704,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,29,9.74,HR,9.74,HR
C-11038-53829,10-Feb-11,7-Feb-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,"BOTANICA ENTERPRISES, INC.",350 SOUTH MULBERRY ST,,HAGERSTOWN,MD,21740,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,22,10.19,HR,10.19,HR
C-11021-53507,26-Jan-11,21-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,PROPERTY MANAGEMENT AND MAINTENANCE,2802 CHEVY CHASE CIRCLE,,JEFFERSON,MD,21755,EVELYN AMANDA WRIGHT,ROSELAND,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12,12,9.74,HR,9.74,HR
C-11012-53335,31-Jan-11,12-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,20-Dec-11,"RIGGS LANDSCAPING, INC.",11032 A ROCKY RIDGE RD.,,KEYMAR,MD,21757,FERNANDO ERNESTO  SAENZ,MECHANICSVILLE,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",2,2,,,,
C-10278-51137,12-Oct-10,5-Oct-10,CERTIFIED,H-2B,MD,5-Jan-11,19-Nov-11,STRATES FINE FOODS,4607 OLD NATIONAL PIKE RD,,MT.  AIRY,MD,21771,JAMES KENDRICK JUDKINS,RIO HONDO,TX,349.664-010,Amusement Park Worker,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,20,20,344.4,WK,344.4,WK
C-10316-51715,18-Nov-10,12-Nov-10,CERTIFIED,H-2B,MD,15-Feb-11,15-Dec-11,TIM'S LAWN & LANDSCAPE SRV. INC,13849 PENN SHOP ROAD,,MT AIRY,MD,21771,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,10,10,,,,
C-11019-53436,24-Jan-11,18-Jan-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,30-Nov-11,"VILLAGE GARDENERS, INC",12807 BOXWOOD LN,,UNION BRIDGE,MD,21791,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18,17,9.18,HR,9.18,HR
C-10363-52874,5-Jan-11,29-Dec-10,PARTIAL CERTIFIED,H-2B,MD,15-Feb-11,12-Dec-11,CHAPEL VALLEY LANDSCAPE COMPANY,3275 JENNINGS CHAPEL RD,,WOODBINE,MD,21797,FERNANDO ERNESTO SAENZ/ WORKFORCE ADVANTAGE,MECHANICSVILLE,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",55,53,9.18,HR,9.18,HR
C-10299-51343,29-Oct-10,26-Oct-10,CERTIFIED,H-2B,FL,1-Dec-10,31-May-11,CARLOS GARCIA THOROUGHBRED MANAGEMENT,3100 MCNEAL ROAD,,WOODBINE,MD,21797,CRAIG  MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,3,,HR,8.18,HR
C-10335-52109,6-Dec-10,1-Dec-10,CERTIFIED,H-2B,MD,15-Feb-11,1-Dec-11,"MEAD TREE & TURF CARE, INC.",3316 HIPSLEY MILL RD,,WOODBINE,MD,21797,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,408.161-010,Landscape Gardener,373011,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,13,13,,,,
C-10327-51995,8-Dec-10,23-Nov-10,DENIED,H-2B,MD,15-Feb-11,12-Dec-11,CHAPEL VALLEY LANDSCAPE COMPANY,3275 JENNINGS CHAPEL RD,,WOODBINE,MD,21797,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",55,0,9.18,HR,9.18,HR
C-10363-52880,5-Jan-11,29-Dec-10,CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,LANDSCAPE DEVELOPMENT COMPANY,16307 CARRS MILL RD,,WOODBINE,MD,21797,ERNESTO FERNANDO SAENZ,MECHANICSVILLE,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25,25,9.18,HR,9.18,HR
C-11046-54055,7-Mar-11,15-Feb-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,15-Nov-11,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,318.687-010,Kitchen Helper,359021,Dishwashers,KITCHEN HELPER,55,45,,HR,7.42,HR
C-11063-54327,14-Mar-11,4-Mar-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,1-Oct-11,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,319.484-010,"Food Assembler, Kitchen",352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",42,29,7.88,HR,7.88,HR
C-11069-54374,22-Mar-11,10-Mar-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,31-Oct-11,"COMMANDER HOTEL, INC.",1401 ATLANTIC AVENUE,,OCEAN CITY,MD,21842,SARAH E. FARRELL,VASS,NC,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",30,27,8.15,HR,8.15,HR
C-11069-54376,12-Apr-11,10-Mar-11,PARTIAL CERTIFIED,H-2B,MD,10-Mar-11,30-Nov-11,FONTAINEBLEAU CORPORATION DBA CLARION RESORT FONTA,10100 COASTAL HIGHWAY,,OCEAN CITY,MD,21842,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",48,47,8.15,HR,8.15,HR
C-11045-54012,7-Mar-11,14-Feb-11,DENIED,H-2B,MD,10-Mar-11,30-Nov-11,FONTAINEBLEAU CORPORATION DBA CLARION RESORT FONTA,10100 COASTAL HIGHWAY,,OCEAN CITY,MD,21842,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",48,0,8.15,HR,8.15,HR
C-11054-54182,15-Mar-11,23-Feb-11,CERTIFIED,H-2B,MD,15-Mar-11,15-Nov-11,"OCEAN CITY DONUT SHOPS, INC.",11901 COASTAL HIGHWAY,,OCEAN CITY,MD,21842,KEVIN MICHAEL REILLY,ANNAPOLIS,MD,311.472-010,Fast-Foods Worker,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,24,24,7.35,HR,7.35,HR
C-11157-55002,28-Jun-11,6-Jun-11,DENIED,H-2B,MD,29-May-11,15-Oct-11,HARRISON INN STARDUST BUISNESS TRUST DBA HILTON SU,3200 N. BALTIMORE AVE,,OCEAN CITY,MD,21842,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4,0,7.75,HR,7.75,HR
C-11161-55020,6-Jul-11,10-Jun-11,DENIED,H-2B,MD,29-May-11,30-Oct-11,HOLIDAY INN 67TH OCEAN FRONT,67TH STREET & COASTAL HWY,,OCEAN CITY,MD,21842,,,,323.687-014,"Cleaner, Housekeeping",372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2,0,,HR,8,HR
C-10344-52220,14-Dec-10,10-Dec-10,PARTIAL CERTIFIED,H-2B,MD,1-Mar-11,1-Nov-11,"MOON NURSERIES, INC.",145 MOON RD,,CHESAPEAKE CITY,MD,21915,BRANDI COWAN,BAY CITY,TX,249.367-058,Parts-Order-and-Stock Clerk,435081,Stock Clerks and Order Fillers,PARTS ORDER AND STOCK CLERK,45,33,8.3,HR,8.3,HR
C-10350-52297,20-Dec-10,16-Dec-10,PARTIAL CERTIFIED,H-2B,PA,15-Mar-11,15-Nov-11,MOON SITE MANAGEMENT INC,145 MOON ROAD,P.O. BOX 672,CHESAPEAKE CITY,MD,21915,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",30,27,10.21,HR,10.21,HR
C-10301-51398,17-Nov-10,28-Oct-10,PARTIAL CERTIFIED,H-2B,MD,1-Dec-10,31-Mar-11,"ALTRA, INC.",1591 E. OLD PHILADELPHIA ROAD,,ELKTON,MD,21921,ROBERT WINGFIELD,DALLAS,TX,899.684-022,"Maintenance-Repairer Helper, Industrial",499098,"Helpers--Installation, Maintenance, and Repair Workers","MAINTENANCE REPAIRER HELPER, INDUSTRIAL",8,6,8.13,HR,8.13,HR
C-11018-53423,24-Jan-11,18-Jan-11,CERTIFIED,H-2B,MD,1-Apr-11,30-Nov-11,"ALTRA, INC.",1591 E. OLD PHILADELPHIA ROAD,,ELKTON,MD,21921,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8,8,,,,
C-11021-53518,27-Jan-11,21-Jan-11,CERTIFIED,H-2B,DE,1-Apr-11,30-Nov-11,"TIM F. RITCHEY RACING STABLES, INC.",535 NOTTINGHAM ROAD,,ELKTON,MD,21921,JANE W. GOLDBLUM,JENKINTOWN,PA,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,13,13,8.29,HR,8.75,HR
C-11042-53993,8-Mar-11,11-Feb-11,CERTIFIED,H-2B,MD,1-Apr-11,1-Dec-11,DELACOUR STABLE LLC,114 JARMON RD.,,ELKTON,MD,21921,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,3,,HR,8.29,HR
C-11088-54603,8-Apr-11,29-Mar-11,CERTIFIED,H-2B,DE,1-May-11,30-Nov-11,"HERRINGSWELL STABLES, LTD.",P.O. BOX 202,,LEWISVILLE,PA,21921,JEREMY ALAN SCHROEDER,FLOURTOWN,PA,410.674-010,Animal Caretaker,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,18,18,8.75,HR,8.75,HR
C-10356-52614,10-Jan-11,22-Dec-10,CERTIFIED,H-2B,VA,1-Apr-11,13-Dec-11,"BLADE RUNNERS, INC.",3150 SPRING STREET,,FAIRFAX,VA,22031,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",80,80,8.66,HR,8.66,HR
C-11173-55072,7-Jul-11,22-Jun-11,CERTIFIED,H-2B,VA,1-Oct-11,1-Apr-12,"ST. JAMES SERVICES, LLC",3150 SPRING ST.,,FAIRFAX,VA,22031,"ELIZABETH D. WHITLEY, MAS LABOR H2B, LLC",LOVINGSTON,VA,,,,,,40,40,8.66,HR,8.66,HR
C-11003-52987,7-Jan-11,3-Jan-11,PARTIAL CERTIFIED,H-2B,VA,1-Apr-11,15-Dec-11,"KCS LANDSCAPE MANAGEMENT, INC. - VA",3141 FAIRVIEW PARK DRIVE,SUITE 100,FALLS CHURCH,VA,22042,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",45,44,8.66,HR,8.66,HR
C-11034-53770,9-Feb-11,3-Feb-11,PARTIAL CERTIFIED,H-2B,MD,1-Apr-11,15-Dec-11,"KCS LANDSCAPE MANAGEMENT, INC. -MD",3141 FAIRVIEW PARK DRIVE,SUITE 100,FALLS CHURCH,VA,22042,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",75,71,9.74,HR,9.74,HR
C-10323-51920,6-Dec-10,19-Nov-10,PARTIAL CERTIFIED,H-2B,VA,15-Feb-11,15-Dec-11,B. RUSHING LAWN AND LANDSCAPING INC,7805 CINDER BED ROAD,,LORTON,VA,22079,BRANDI  COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9,7,8.66,HR,8.66,HR
C-10364-52894,6-Jan-11,30-Dec-10,CERTIFIED,H-2B,VA,1-Apr-11,1-Dec-11,"KINGSTOWNE LAWN CARE, INC. DBA KINGSTOWNE LAWN & L",7350 A1 LOCKPORT PLACE,,LORTON,VA,22079,BRANDI COWAN,BAY CITY,TX,406.687-010,Landscape Specialist,373011,Landscaping and Groundskeeping Workers,LANDSCAPE SPECIALIST,11,11,,,,
C-11172-55054,8-Jul-11,21-Jun-11,PARTIAL CERTIFIED,H-2B,VA,1-Oct-11,31-Jul-12,"WHEAT'S LAWN & CUSTOM LANDSCAPE, INC.",8620 PARK STREET,,VIENNA,VA,22180,EIZABETH D. WHITLEY,LOVINGTON,VA,406.687-010,Landscape Specialist,373011,Landscaping and Groundskeeping Workers,LANDSCAPE SPECIALIST,25,24,,,,
