CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-10197-50540,6-Aug-10,16-Jul-10,DENIED,H-2B,LA,31-Jul-10,15-Feb-11,"WATER WORKS INDUSTRIAL SERVICES, INC.",39529 BRADBURY LANE,,PRAIRIEVILLE,LA,70769,STEVEN RIZNYK,DALLAS,TX,859.683-010,OPERATING ENGINEER,2,0,17.87,HR,17.87,HR
C-10197-50546,20-Jul-10,16-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,10-Jun-11,"PACE ENTERPRISES, LLC. DBA FELICIANA SEAFOOD MKT A",7555 US HWY 61 NORTH,PO BOX 1129,ST. FRANCISVILLE,LA,70775,KELLY J. COUCH,NEW ROADS,LA,316.684-018,MEAT CUTTER,4,4,,,,
C-10174-50358,30-Jun-10,23-Jun-10,DENIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MTICHELL,BATON ROUGE,LA,522.382-034,SUGAR BOILER,4,0,8.32,HR,8.32,HR
C-10174-50349,30-Jun-10,23-Jun-10,DENIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MTICHELL,BATON ROUGE,LA,522.382-034,SUGAR BOILER,3,0,16.44,HR,16.44,HR
C-10174-50359,30-Jun-10,23-Jun-10,DENIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,521.682-010,CENTRIFUGAL OPERATOR,7,0,16.44,HR,16.44,HR
C-10174-50352,1-Jul-10,23-Jun-10,DENIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,521.685-126,FILTER OPERATOR,4,0,,,,
C-10174-50353,1-Jul-10,23-Jun-10,DENIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,041.081-010,FOOD TECHNOLOGIST,3,0,13.28,HR,13.28,HR
C-10189-50461,15-Jul-10,8-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,521.382-010,EVAPORATOR OPERATOR,4,4,16.44,HR,16.44,HR
C-10196-50527,20-Jul-10,15-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,"JACKIE MITCHELL/ FOREIGN LABOR SOLUTIONS, L.L.C.",BATON ROUGE,LA,022.061-010,CHEMIST,3,3,,,,
C-10196-50531,20-Jul-10,15-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,522.382-034,SUGAR BOILER,4,4,8.32,HR,8.32,HR
C-10196-50532,20-Jul-10,15-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,521.685-126,FILTER OPERATOR,4,4,16.44,HR,16.44,HR
C-10196-50533,20-Jul-10,15-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING COMPANY, L.L.C.",32505 HIGHWAY 1,(P.O. BOX 280),WHITE CASTLE,LA,70788,"JACKIE MITCHELL FOREIGN LABOR SOLUTIONS, L.L.C.",BATON ROUGE,LA,521.682-010,CENTRIFUGAL OPERATOR,7,7,16.44,HR,16.44,HR
C-10196-50528,20-Jul-10,15-Jul-10,CERTIFIED,H-2B,LA,1-Oct-10,31-Jan-11,"CORA TEXAS MANUFACTURING CO., L.L.C.",32505 HWY. 1,,WHITE CASTLE,LA,70788,JACKIE MITCHELL,BATON ROUGE,LA,511.664-010,BOTTOM PRECIPITATOR OPERATOR,3,3,,,,
C-09336-47455,10-Dec-09,2-Dec-09,PARTIAL CERTIFIED,H-2B,LA,1-Mar-10,31-Dec-10,"VIET'S SEAFOOD, INC.",1860 SCENIC HIGHWAY,,BATON ROUGE,LA,70802,GINNY MUILENBURG / LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,525.684-014,"BUTCHER, FISH",50,50,7.25,HR,7.25,HR
C-09343-47572,4-Jan-10,9-Dec-09,CERTIFIED,H-2B,LA,15-Feb-10,15-Dec-10,"BART KELLER COMPANY, L.L.C.",3256 NICHOLSON DR,,BATON ROUGE,LA,70802,MARVIC G. THOMPSON,BATON ROUGE,LA,862.684-014,"LABORER, CONSTRUCTION OR LEAK GANG",5,5,8.24,HR,8.24,HR
C-10069-49609,19-Apr-10,10-Mar-10,DENIED,H-2B,LA,1-Feb-10,1-Dec-10,"EDUARDO J. JENKINS LANDSCAPE ARCHITECT & PLANNER,","1119 NORTH BLVD,",,BATON ROUGE,LA,70802,,,,408.687-014,"LABORER, LANDSCAPE",5,0,,,,
C-10162-50265,24-Jun-10,11-Jun-10,PARTIAL CERTIFIED,H-2B,LA,15-May-10,1-Jan-11,"EDUARDO J. JENKINS LANDSCAPE ARCHITECT & PLANNER,","1119 NORTH BLVD,",,BATON ROUGE,LA,70802,MARVIC G. THOMPSON,BATON ROUGE,LA,408.687-014,"LABORER, LANDSCAPE",5,4,7.7,HR,7.7,HR
C-10060-49521,4-Mar-10,1-Mar-10,PARTIAL CERTIFIED,H-2B,LA,1-Feb-10,1-Dec-10,"MASSENGALE GROUNDS MANAGEMENT, INC.",759 S. ACADIAN THRUWAY,"P.O. BOX 80753, BATON ROUGE, LA 70898",BATON ROUGE,LA,70806,MARVIC GONZALEZ THOMPSON,BATON ROUGE,LA,408.687-014,"LABORER, LANDSCAPE",30,26,,,,
C-10071-49634,17-Mar-10,12-Mar-10,PARTIAL CERTIFIED,H-2B,LA,1-Apr-10,30-Nov-10,"TOP TIER TUF AND ORNAMENTAL, LLC",5867 BURGUNDY AVE.,,BATON ROUGE,LA,70806,ROBERT WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",10,9,7.7,HR,7.7,HR
C-10251-50992,30-Sep-10,8-Sep-10,DENIED,H-2B,LA,1-Sep-10,1-Jul-11,"LA CARRETA OF BATON ROUGE, INC",4065 GOVERNMENT ST.,,BATON ROUGE,LA,70806,JANE G. BRETSCHGER,HAMMOND,LA,319.484-010,"FOOD ASSEMBLER, KITCHEN",25,0,,,,
C-09307-46970,9-Dec-09,3-Nov-09,CERTIFIED,H-2B,LA,1-Jan-10,31-Oct-10,MARUCCI BAT COMPANY,5818 MCCANN DRIVE,,BATON ROUGE,LA,70809,JACKIE MITCHELL,BATON ROUGE,LA,509.686-010,"LABORER, GENERAL",5,5,8.43,HR,8.43,HR
C-09317-47145,21-Dec-09,13-Nov-09,DENIED,H-2B,NE,1-Feb-10,1-Dec-10,"CLASSIC INDUSTRIAL SERVICES, INC.",6748 COMPLEX DR.,,BATON ROUGE,LA,70809,ERIN L. MARTINEZ,EL PASO,TX,869.664-014,CONSTRUCTION WORKER I,150,0,8.59,HR,8.59,HR
C-09357-47975,29-Dec-09,21-Dec-09,PARTIAL CERTIFIED,H-2B,LA,1-Apr-10,30-Nov-10,"LANDRY'S PROFESSIONAL LAWN & LANDSCAPE, INC.",8943 BUZBEE DRIVE,,BATON ROUGE,LA,70809,ROBERT WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",36,35,7.7,HR,7.7,HR
C-10029-49116,4-Feb-10,29-Jan-10,CERTIFIED,H-2B,LA,1-Apr-10,30-Dec-10,"THE CUTTING EDGE LAWN & LANDSCAPE, LLC",10718 LANDSBURY AVE,,BATON ROUGE,LA,70809,LINDA D. WHITE,LIVINGSTON,LA,408.687-014,"LABORER, LANDSCAPE",4,4,7.7,HR,7.7,HR
C-10218-50772,18-Aug-10,6-Aug-10,PARTIAL CERTIFIED,H-2B,LA,1-Oct-10,31-Mar-11,"LITECO HOLIDAY LIGHTING, LLC",8943 BUZBEE DR.,,BATON ROUGE,LA,70809,"ROBERT L WINGFIELD / AMIGO'S LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",20,19,,,,
C-10251-50995,30-Sep-10,8-Sep-10,DENIED,H-2B,LA,1-Sep-10,1-Jul-11,MEXICAN CUISINE OF HOUMA DBA LA CARRETA OF BLUEBON,9828 BLUEBONNET BLVD.,,BATON ROUGE,LA,70810,,,,319.484-010,"FOOD ASSEMBLER, KITCHEN",25,0,,,,
C-09292-46709,26-Oct-09,19-Oct-09,PARTIAL CERTIFIED,H-2B,LA,1-Feb-10,30-Nov-10,"BLUE SKIES LANDSCAPE, LLC",10154 SOUTH CHOCTAW,,BATON ROUGE,LA,70815,APRIL D. MCKINNEY,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",50,40,,,,
C-09313-47054,9-Dec-09,9-Nov-09,DENIED,H-2B,LA,1-Oct-09,1-Aug-10,"LA CONCHITA, INC. DBA EL TAMPIQUENO",12424 FAIRHOPE WAY,,BATON ROUGE,LA,70816,"THOMPSON LEGAL SERVICES, P.C.",BATON ROUGE,LA,323.687-014,"CLEANER, HOUSEKEEPING",5,0,,,,
C-09357-47956,28-Dec-09,21-Dec-09,PARTIAL CERTIFIED,H-2B,LA,1-Apr-10,15-Dec-10,"GO-DEVIL MANUFACTURES OF LOUISIANA, INC.",18649 WOMACK RD.,,BATON ROUGE,LA,70817,"AMIGO'S LABOR SOLUTIONS, INC. C/O ROBERT L. WINGFI",DALLAS,TX,529.686-070,PRODUCTION HELPER,11,8,8.44,HR,8.44,HR
C-10218-50777,31-Aug-10,6-Aug-10,DENIED,H-2B,LA,1-Oct-10,1-Aug-11,"CAJUN CONSTRUCTORS, INC.",15635 AIRLINE HWY.,,BATON ROUGE,LA,70817,"ROBERT LEE WINGFIELD AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,869.664-014,CONSTRUCTION WORKER I,200,0,9.47,HR,9.47,HR
C-10096-49824,9-Apr-10,6-Apr-10,PARTIAL CERTIFIED,H-2B,LA,1-May-10,1-Dec-10,"SUPERIOR LANDSCAPE & MAINTENANCE CO, LLC",2189 PARKS DRIVE,,BATON ROUGE,LA,70819,"LINDA D. WHITE / LINDA WHITE & ASSOCIATES, INC.",LIVINGSTON,LA,408.687-014,"LABORER, LANDSCAPE",35,33,8,HR,8,HR
C-09286-46642,26-Oct-09,13-Oct-09,PARTIAL CERTIFIED,H-2B,LA,15-Jan-10,15-Nov-10,"CORPORATE GREEN, LLC",PO BOX 41861,,BATON ROUGE,LA,70835,APRIL DAWN MCKINNEY,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",60,55,7.7,HR,7.7,HR
C-10242-50933,10-Sep-10,30-Aug-10,CERTIFIED,H-2B,LA,15-Nov-10,15-Jan-11,CORPORATE GREEN LLC,P.O. BOX 41861,"12655 S. HARRELL'S FERRY RD, BATON ROUGE, LA, 7081",BATON ROUGE,LA,70835,APRIL DAWN MCKINNEY,BAY CITY,TX,619.484-010,ORNAMENTAL METAL WORKER HELPER,15,15,7.7,HR,7.7,HR
C-09341-47531,7-Jan-10,7-Dec-09,CERTIFIED,H-2B,LA,1-Oct-09,31-May-10,DIAMOND ENTERPRISES LLC,325 RUBICON,,BENTON,LA,71006,WILLIAM VELIE VELIE,NORMAN,OK,410.674-010,ANIMAL CARETAKER,2,2,7.67,HR,7.67,HR
C-10169-50314,23-Jun-10,18-Jun-10,CERTIFIED,H-2B,LA,1-Oct-10,30-Jul-11,"CRAWFISH PALACE, INC.",2328 HIDDEN COVE,,HAUGHTON,LA,71037,"LINDA WHITE & ASSOCIATES, INC.",LIVINGSTON,LA,691.687-010,PRODUCTION HELPER,12,12,,,,
C-09356-47888,28-Dec-09,18-Dec-09,PARTIAL CERTIFIED,H-2B,LA,1-Apr-10,30-Nov-10,"FIRST CHOICE LAWN CARE SERVICES, INC.",9466 PAXTON RD.,,SHREVEPORT,LA,71106,ROBERT LEE WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",23,21,7.48,HR,7.48,HR
C-10074-49651,18-Mar-10,15-Mar-10,CERTIFIED,H-2B,LA,1-Apr-10,31-Dec-10,"LAWNMASTERS OF SHREVEPORT, LLC",513 MT. ZION RD.,,SHREVEPORT,LA,71106,FERNANDO ERNESTO SAENZ / WORKFORCE ADVANTAGE,GLEN ALLEN,VA,408.687-014,"LABORER, LANDSCAPE",15,15,7.48,HR,7.48,HR
C-10172-50326,1-Jul-10,21-Jun-10,PARTIAL CERTIFIED,H-2B,LA,1-May-10,31-Dec-10,DELIRA'S CONSTRUCTION LLC,7612 MILWOOD DR.,,SHREVEPORT,LA,71107,LINDA PEREZ,BROWNSVILLE,TX,869.687-042,TIMBER FRAMER HELPER,30,27,10.65,HR,10.65,HR
C-10250-50986,28-Sep-10,7-Sep-10,CERTIFIED,H-2B,MS,15-Nov-10,15-May-11,"ALL REGIONS SERVICES, INC.",1410 SLIGO RD.,,BOSSIER CITY,LA,71112,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,56,56,9.46,HR,9.46,HR
C-10049-49396,22-Feb-10,21-Jan-10,DENIED,H-2B,LA,1-Apr-10,1-Dec-10,"TOTAL YARD CARE, INC",12007 ELLERBE ROAD,,SHREVEPORT,LA,71115,LAWRENCE B. FABACHER,NEW ORLEANS,LA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25,0,7.48,HR,7.48,HR
C-09336-47470,7-Dec-09,2-Dec-09,CERTIFIED,H-2B,LA,15-Feb-10,14-Dec-10,SQUIRE CREEK COUNTRY CLUB,360 SQUIRE CREEK PARKWAY,,CHOUDRANT,LA,71227,ACTION VISA ASSISTANCE,WYLIE,TX,406.687-010,LANDSCAPE SPECIALIST,17,17,7.74,HR,7.74,HR
C-09316-47131,18-Nov-09,12-Nov-09,CERTIFIED,H-2B,LA,15-Feb-10,15-Dec-10,"BEAUFORD ENTERPRISES, LLC D/B/A YANKEE CLIPPER GAR",5516 MASONIC DR.,,ALEXANDRIA,LA,71301,DANIEL W. BREMER,LAKE PARK,GA,408.687-014,"LABORER, LANDSCAPE",16,16,7.25,HR,7.25,HR
C-09358-48080,30-Dec-09,23-Dec-09,CERTIFIED,H-2B,LA,1-Apr-10,15-Dec-10,"BEAUFORD ENTERPRISES, LLC DBA YANKEE CLIPPER GARDE",5516 MASONIC DR.,,ALEXANDRIA,LA,71301,DANIEL W. BREMER,LAKE PARK,GA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",14,14,,,,
C-09317-47141,21-Dec-09,13-Nov-09,PARTIAL CERTIFIED,H-2B,LA,1-Feb-10,1-Dec-10,"CANAAN LEASING, LLC",5796 GENE BALL DRIVE,"P.O. BOX 7177, ALEXANDRIA, LA 71306",ALEXANDRIA,LA,71302,MARVIC G. THOMPSON,BATON ROUGE,LA,869.664-014,CONSTRUCTION WORKER I,20,14,8.61,HR,8.61,HR
C-09314-47078,17-Nov-09,10-Nov-09,CERTIFIED,H-2B,LA,15-Feb-10,15-Dec-10,"KELLEY'S LOUSIANA LANDSCAPING, INC.",324 LIVE OAK DRIVE,,PINEVILLE,LA,71360,"DANIEL W. BREMER / AGWORKS, INC.",LAKE PARK,GA,408.687-014,"LABORER, LANDSCAPE",8,8,7.25,HR,7.25,HR
C-09365-48377,6-Jan-10,30-Dec-09,CERTIFIED,H-2B,LA,1-Apr-10,15-Dec-10,"KELLY'S LOUISIANA LANDSCAPING, INC.",324 LIVE OAK DRIVE,,PINEVILLE,LA,71360,DANIEL W. BREMER,LAKE PARK,GA,408.687-014,"LABORER, LANDSCAPE",7,7,8.15,HR,8.15,HR
C-10204-50615,6-Aug-10,23-Jul-10,CERTIFIED,H-2B,LA,1-Nov-10,30-May-11,"CRAWFISH HOLE, INC.",143 CELINA DRIVE,,NATCHITOCHES,LA,71457,LINDA D. WHITE,LIVINGSTON,LA,313.374-014,"COOK, SHORT ORDER",6,2,7.25,HR,7.25,HR
C-10004-48419,5-Feb-10,31-Dec-09,DENIED,H-2B,AR,1-Apr-10,30-Nov-10,RBD CONSTRUCTION INC.,5548 HIGHWAY 65 SOUTH,,PINEBLUFF,AR,71601,INTERNATIONAL LABOR MANAGEMENT CORP. (ILMC)/SARAH,VASS,NC,869.664-014,CONSTRUCTION WORKER I,20,0,,,,
C-10041-49286,23-Feb-10,10-Feb-10,PARTIAL CERTIFIED,H-2B,AR,1-Apr-10,30-Nov-10,RBD CONSTRUCTION INC.,5548 HIGHWAY 65 SOUTH,,PINEBLUFF,AR,71601,SARAH E. FARRELL - INTERNATIONAL LABOR MANAGEMENT,VASS,NC,869.664-014,CONSTRUCTION WORKER I,40,31,,,,
C-09313-47056,1-Dec-09,9-Nov-09,CERTIFIED,H-2B,AR,14-Dec-09,30-May-10,"FUTURE HARVEST FORESTRY SERVICE, LLC",233 HWY 133 S,,FOUNTAIN HILL,AR,71642,"DANIEL W. BREMER / AGWORKS, INC.",LAKE PARK,GA,452.687-010,FOREST WORKER,93,93,13.27,HR,13.27,HR
C-09300-46822,3-Nov-09,27-Oct-09,PARTIAL CERTIFIED,H-2B,AR,15-Dec-09,15-Apr-10,"CLAY LOWRY FORESTRY, INC.",2848 HWY 8 S,,HERMITAGE,AR,71647,,,,452.687-018,TREE PLANTER,150,146,11.03,HR,11.03,HR
C-10169-50309,9-Jul-10,18-Jun-10,DENIED,H-2B,AR,1-Oct-10,1-Jul-11,"KERRY STANLEY FORESTRY, LLC",416 BRADLEY RD 69,,HERMITAGE,AR,71647,,,,452.687-010,FOREST WORKER,270,0,10.42,HR,10.42,HR
C-10174-50340,14-Jul-10,23-Jun-10,DENIED,H-2B,AR,1-Oct-10,30-Apr-11,STAN SWEENEY LLC,4687 HWY 63 SOUTH,,HERMITAGE,AR,71647,,,,452.687-010,FOREST WORKER,260,0,8.41,HR,8.41,HR
C-10201-50579,29-Jul-10,20-Jul-10,PARTIAL CERTIFIED,H-2B,MS,1-Oct-10,1-Jul-11,"KERRY STANLEY FORESTRY, LLC",416 BRADLEY RD 69,,HERMITAGE,AR,71647,,,,452.687-010,FOREST WORKER,270,202,,,,
C-10210-50680,19-Aug-10,29-Jul-10,PARTIAL CERTIFIED,H-2B,LA,1-Nov-10,15-Apr-11,STAN SWEENEY LLC,4687 HIGHWAY 63 SOUTH,,HERMITAGE,AR,71647,,,,452.687-010,FOREST WORKER,185,114,8.41,HR,8.41,HR
C-10195-50513,29-Jul-10,14-Jul-10,CERTIFIED,H-2B,AR,1-Oct-10,30-Apr-11,"CHARLES D. HOOVER, INC.",905 GARNETT RD.,,MONTICELLO,AR,71655,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,FOREST WORKER,40,40,,,,
C-09320-47196,30-Nov-09,16-Nov-09,PARTIAL CERTIFIED,H-2B,AR,4-Jan-10,30-Jun-10,"SILVICULTURAL CONTRACTORS, INC.",125 WEBB RD.,PO BOX 211,MONTICELLO,AR,71657,GINNY MUILENBURG LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,408.684-014,"SPRAYER, HAND",45,44,11.36,HR,11.36,HR
C-10015-48763,27-Jan-10,14-Jan-10,PARTIAL CERTIFIED,H-2B,AR,4-Jan-10,27-Jun-10,"MENDIOLA FORESTRY SERVICES, LLC",5 CLOVERHILL DR.,P.O. BOX 69,WARREN,AR,71671,"DANIEL W. BREMER / AGWORKS, INC.",LAKE PARK,GA,452.687-010,FOREST WORKER,16,14,,,,
C-10245-50966,28-Sep-10,2-Sep-10,CERTIFIED,H-2B,AR,1-Oct-10,30-Apr-11,"TREES ARE US FORESTRY, LLC",1416 OLD MONTICELLO RD.,POST BOX 185,WARREN,AR,71671,"DANIEL W. BREMER / AGWORKS, INC.",LAKE PARK,GA,452.687-010,FOREST WORKER,66,66,,,,
C-10218-50767,18-Aug-10,6-Aug-10,PARTIAL CERTIFIED,H-2B,AR,1-Oct-10,15-Jun-11,STAN SWEENEY LLC,P.O. BOX 610,,EL DORADO,AR,71731,ROSS DAVID BORTEE,HERMITAGE,AR,452.687-018,TREE PLANTER,75,70,10.47,HR,10.47,HR
C-09352-47757,23-Dec-09,16-Dec-09,PARTIAL CERTIFIED,H-2B,AR,1-Apr-10,31-Oct-10,HOT SPRINGS COUNTRY CLUB,639 SHADY GROVE RD.,,HOT SPRINGS,AR,71901,ROBERT LEE WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",18,16,,,,
C-09341-47540,7-Jan-10,7-Dec-09,CERTIFIED,H-2B,AR,1-Oct-09,31-May-10,"NICKS RACING STABLES, INC.",1121 BIRCHWOOD BAY RD,P.O. BOX 21334,HOT SPRINGS,AR,71913,WILLIAM VELIE VELIE,NORMAN,OK,410.674-010,ANIMAL CARETAKER,6,6,7.67,HR,7.67,HR
C-09357-47942,29-Dec-09,21-Dec-09,CERTIFIED,H-2B,AR,10-Apr-10,15-Nov-10,"EL NOPAL RESTAURANT, LLC",921 COBBLESTONE CIRCLE,,NORTH LITTLE ROCK,AR,72116,SARAH FARRELL,VASS,NC,319.484-010,"FOOD ASSEMBLER, KITCHEN",20,20,7.25,HR,7.25,HR
C-09308-46973,10-Nov-09,4-Nov-09,PARTIAL CERTIFIED,H-2B,AR,15-Feb-10,15-Dec-10,LAND DESIGN INC,7521 YOUNG ROAD,PO BOX 26064,NORTH LITTLE ROCK,AR,72118,BRANDI C. COWAN,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",25,23,8.11,HR,8.11,HR
C-09296-46784,30-Oct-09,23-Oct-09,CERTIFIED,H-2B,AR,1-Feb-10,1-Dec-10,THE ALOTIAN CLUB LLC,101 ALOTIAN DRIVE,,ROLAND,AR,72135,RITA ROMERO,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",40,40,8.11,HR,8.11,HR
C-09300-46827,10-Nov-09,27-Oct-09,CERTIFIED,H-2B,AR,25-Jan-10,30-Nov-10,GENESIS LAWN AND LANDSCAPE MANAGEMENT INC,P.O. BOX 95033,"2708 PIKE AVE, LITTLE ROCK, AR 72205",N. LITTLEROCK,AR,72190,APRIL DAWN MCKINNEY,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",7,7,8.11,HR,8.11,HR
C-10103-49861,15-Apr-10,13-Apr-10,CERTIFIED,H-2B,AR,15-May-10,31-Dec-10,THE COUNTRY CLUB OF LITTLE ROCK,4200 COUNTRY CLUB BLVD,,LITTLE ROCK,AR,72207,MATTHEW S DUNN,NEW YORK,NY,350.677-030,WAITER/WAITRESS,4,4,9,HR,9,HR
C-10103-49860,15-Apr-10,13-Apr-10,CERTIFIED,H-2B,AR,15-May-10,31-Dec-10,THE COUNTRY CLUB OF LITTLE ROCK,"4200 COUNTRY CLUB BLVD.,",,LITTLE ROCK,AR,72207,MATTHEW S. DUNN,NEW YORK,NY,313.361-014,COOK,4,4,9.5,HR,9.5,HR
C-10211-50692,20-Aug-10,30-Jul-10,CERTIFIED,H-2B,AR,1-Oct-10,1-Feb-11,"MIKA BEAUTY, LLC",1818 NORTH TAYLOR STREET #240,,LITTLE ROCK,AR,72207,SIUPO CHAN,CHAMBLEE,GA,262.357-018,"SALESPERSON, COSMETICS AND TOILETRIES",5,5,7.25,HR,7.25,HR
C-09267-46519,6-Oct-09,24-Sep-09,PARTIAL CERTIFIED,H-2B,AR,1-Oct-09,31-Dec-09,PLEASANT VALLEY COUNTRY CLUB,#1 PLEASANT VALLEY DRIVE,,LITTLE ROCK,AR,72212,MELISSA MCJUNKINS DUKE,LITTLE ROCK,AR,350.677-030,WAITER/WAITRESS,10,9,,,,
C-10064-49570,23-Mar-10,5-Mar-10,CERTIFIED,H-2B,AR,1-May-10,31-Dec-10,PLEASANT VALLEY COUNTRY CLUB,1 PLEASANT VALLEY DRIVE,,LITTLE ROCK,AR,72212,MATTHEW S. DUNN / KRAMER LEVIN NAFTALIS & FRANKEL,NEW YORK,NY,350.677-030,WAITER/WAITRESS,4,4,,,,
C-09335-47442,3-Dec-09,1-Dec-09,CERTIFIED,H-2B,AR,1-Mar-10,30-Nov-10,HORTICARE & ASSOCIATES INC,P.O. BOX 4307,,LITTLE ROCK,AR,72214,APRIL DAWN MCKINNEY,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",15,15,8.11,HR,8.11,HR
C-09363-48256,12-Jan-10,28-Dec-09,CERTIFIED,H-2B,AR,1-Apr-10,31-Oct-10,"WEST TREE SERVICE COMPANY, INC.",6300 FORBING RD,P.O. BOX 4725,LITTLE ROCK,AR,72214,LAURA CHRISTIANSEN,POST FALLS,ID,899.684-014,HIGHWAY MAINTENANCE WORKER,25,25,8.1,HR,8.1,HR
C-09362-48186,1-Feb-10,24-Dec-09,CERTIFIED,H-2B,AR,1-Apr-10,31-Oct-10,"WEST TREE SERVICE COMPANY, INC.",6300 FORBING RD.,PO BOX 4725,LITTLE ROCK,AR,72214,LAURA CHRISTIANSEN,POST FALLS,ID,899.684-014,HIGHWAY MAINTENANCE WORKER,25,25,8.1,HR,8.1,HR
C-09299-46802,9-Nov-09,26-Oct-09,PARTIAL CERTIFIED,H-2B,AR,3-Feb-10,3-Dec-10,THE GOOD EARTH GARDEN CENTER,15601 CANTRELL RD,,LITTLE ROCK,AR,72223,APRIL DAWN  MCKINNEY,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",20,11,8.11,HR,8.11,HR
C-10006-48531,22-Jan-10,6-Jan-10,CERTIFIED,H-2B,AR,1-Apr-10,31-Oct-10,"PBJ HAPPEE DAY SHOWS, INC",1096 I-55-2,,MARION,AR,72364,"JOE ANGEL NICHOLS - LAW OFFICE OF JOE A. NICHOLS,",SANFORD,FL,349.664-010,AMUSEMENT PARK WORKER,15,15,7.45,HR,298,HR
C-10041-49287,24-Feb-10,10-Feb-10,PARTIAL CERTIFIED,H-2B,AR,1-Apr-10,31-Dec-10,"SILVICULTURAL MANAGEMENT ASSOCIATES, INC.",229 JEFFERSON DAVIS ROAD,,HEBER SPRINGS,AR,72543,GINNY MUILENBURG/  LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,408.684-014,"SPRAYER, HAND",120,72,11.36,HR,11.36,HR
