CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
C-09043-44711,2/24/09,2/12/09,CERTIFIED,AK,5/15/09,10/1/09,"SNUG HARBOR SEAFOODS, INC.",PO BOX 701,,KENAI,AK,99611,,,,,FISH ROE TECHNICIAN,4,12.48,HR,16.06,HR
C-09043-44712,2/23/09,2/12/09,CERTIFIED,NM,5/12/09,10/15/09,"BART HONE RACING, INC.",1 EAST MURIEL DRIVE,,PHOENIX,AZ,85022,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,20,9.5,HR,9.5,HR
C-09043-44713,3/26/09,2/12/09,CERTIFIED,NY,4/1/09,11/30/09,JOHN PAPAS CAFE,6 HOLLYOAK AVENUE,,EAST HAMPTON,NY,11937,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,DINING ROOM ATTENDANT,4,7.44,HR,7.44,HR
C-09043-44714,2/23/09,2/12/09,CERTIFIED,MI,5/1/09,11/15/09,CLOGHAUN BED & BREAKFAST,P.O. BOX 1540,,MACKINAC ISLAND,MI,49757,"TIMOTHY J. O'LEARY , ATTORNEY AT LAW","1101 17TH STREET, NW, SUITE 201",WASHINGTON,DC,HOUSEKEEPER,2,7.4,HR,7.4,HR
C-09043-44715,3/13/09,2/12/09,DENIED,FL,4/1/09,2/1/10,TAMPA SHIP,1130 MCCLOSKY BOULEVARD,,TAMPA,FL,33605,ANH LUONG EDISON CHOUEST OFFSHORE COMPANIES,16201 EAST MAIN,GALLIANO,LA,ELECTRICIAN,0,15.35,HR,16.25,HR
C-09043-44716,2/23/09,2/12/09,CERTIFIED,NM,5/12/09,10/15/09,DAVID WOLOCHUK RACING STABLES INC,5726 W. MICHIGAN AVE,,GLENDALE,AZ,85308,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,6,9.5,HR,9.5,HR
C-09044-44718,2/18/09,2/13/09,PARTIAL CERTIFIED,TX,3/9/09,9/30/09,SOLTER CONTRACTORS,2419 PECAN ST,,CARROLLTON,TX,75010,GLENDA CABRERA,LABOR CONSULTANTS INTERNATIONAL,POST FALLS,ID,PIPE FITTER HELPER,200,8.89,HR,8.9,HR
C-09044-44719,2/19/09,2/13/09,PARTIAL CERTIFIED,CO,4/1/09,11/1/09,SNOWMASS WHITEWATER INC D/B/A BLAZING ADVENTURES I,48 UPPER VILLAGE MALL P.O.BOX 5068,,SNOWMASS VILLAGE,CO,81615,"HOLLAND & HART, LLP   JOCELYN CAMPANARO",555 17TH STREET #3200,DENVER,CO,RESERVATION CLERK,10,9.66,HR,9.66,HR
C-09044-44721,3/19/09,2/13/09,DENIED,ND,3/15/09,11/30/09,"BARANKO BROS., INC",3048 HWY 22 N,,DICKINSON,ND,58602,SOUTHERN IMPACT,4309 SUMMIT CT,SAND SPRINGS,OK,CONSTRUCTION WORKER I,0,9.93,HR,9.93,HR
C-09044-44722,2/17/09,2/13/09,CERTIFIED,NJ,3/9/09,12/18/09,"ENVIRONMENTAL LANDSCAPE DESIGN, LLC",2040 HIGHWAY 35,SUITE #4,WALL,NJ,07719,"INTERNATIONAL PERSONNEL RESOURCES, INC.",115 E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",18,8.85,HR,8.85,HR
C-09044-44723,2/17/09,2/13/09,PARTIAL CERTIFIED,OH,2/1/09,11/30/09,"REYES LEGAL CONSTUCTION, INC.",7188 GLENN MOOR DRIVE,,LIBERTY TOWNSHIP,OH,45011,SALVADOR RUIZ,309 DOVER CT.,LEBANON,OH,TAPER,20,13.17,HR,15.78,HR
C-09044-44724,2/23/09,2/13/09,CERTIFIED,TX,2/2/09,11/30/09,JOHN ALLMAN CONSTRUCTION,164 CR 281,,LEANDER,TX,78641,PRO SERVICES / BELINDA RODRIGUEZ,6326 SOVEREIGN,SAN ANTONIO,TX,CONSTRUCTION WORKER I,16,8.07,HR,8.07,HR
C-09044-44725,2/18/09,2/13/09,CERTIFIED,MD,4/1/09,11/30/09,"ALTRA, INC.",1591 E. OLD PHILADELPHIA ROAD,,ELKTON,MD,21921,"INTERNATIONAL PERSONNEL RESOURCES, INC",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,9.11,HR,9.11,HR
C-09048-44726,2/18/09,2/17/09,CERTIFIED,WY,4/1/09,11/1/09,XANTERRA PARKS & RESORTS - YELLOWSTONE NATIONAL PA,1 PARK STREET,,GARDINER,MT,59030,DANIEL REISNER,"INTEREXCHANGE, INC.",NEW YORK,NY,DINING ROOM ATTENDANT,40,6.55,HR,8.5,HR
C-09048-44727,3/4/09,2/17/09,CERTIFIED,ID,4/1/09,12/1/09,TRAIL CREEK NURSERY INC,707 S. HWY 33,,VICTOR,ID,83455,GLOBAL RESOURCES INC.,406 W 400 S,HEYBURN,ID,"LABORER, LANDSCAPE",25,7.65,HR,9,HR
C-09048-44730,2/27/09,2/17/09,CERTIFIED,ID,3/1/09,12/15/09,WEBB LANDSCAPE,162 GLENDALE ROAD,,BELLEVUE,ID,83313,GLOBAL RESOURCES INC.,P.O. BOX 817,HEYBURN,ID,"LABORER, LANDSCAPE",2,7.4,HR,10,HR
C-09048-44731,2/23/09,2/17/09,CERTIFIED,PA,3/16/09,12/15/09,LANG'S LAWNCARE,128 PENNSYLVANIA AVE.,,MALVERN,PA,19355,"INTERNATIONAL PERSONNEL RESOURCES, INC., MICHAEL T",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,9.4,HR,9.4,HR
C-09048-44732,2/18/09,2/17/09,CERTIFIED,WY,4/1/09,11/1/09,XANTERRA PARKS & RESORTS - YELLOWSTONE NATIONAL PA,1 PARK STREET,,GARDINER,MT,59030,DANIEL REISNER,"INTEREXCHANGE, INC.",NEW YORK,NY,HOUSEKEEPER,50,6.55,HR,7.25,HR
C-09048-44733,2/18/09,2/17/09,CERTIFIED,SC,2/1/09,12/1/09,"KIAWAH ISLAND INN COMPANY, LLC D.B.A KIAWAH ISLAND",ONE SANCTUARY BEACH DRIVE,,KIAWAH  ISLAND,SC,29455,,,,,CABANA ATTENDANT,20,6.53,HR,7.5,HR
C-09048-44734,2/18/09,2/17/09,CERTIFIED,WY,4/1/09,11/1/09,XANTERRA PARKS & RESORTS - YELLOWSTONE NATIONAL PA,1 PARK STREET,,GARDINER,MT,59030,DANIEL REISNER,"INTER-EXCHANGE, INC",NEW YORK,NY,COOK,15,6.99,HR,8.7,HR
C-09048-44735,2/23/09,2/17/09,CERTIFIED,AK,4/1/09,12/31/09,THE PUMPHOUSE RESTAURANT,796 CHENA PUMP RD.,,FAIRBANKS,AK,99708,"JOHN MCNAMARA, THE MCNAMARA FIRM L.P.",1221 SOUTH MOPAC EXPWY. STE. 100,AUSTIN,TX,COOK,4,10.08,HR,11.02,HR
C-09048-44736,3/19/09,2/17/09,CERTIFIED,AK,3/1/09,5/29/09,"NORTH PACIFIC SEAFOODS, INC.",4 NICKERSON STREET,SUITE 400,SEATTLE,WA,98109,ROBERT T. MIMBU,"LIEBMAN-MIMBU, PLLC",SEATTLE,WA,FISH ROE TECHNICIAN,2,45.21,HR,45.21,HR
C-09048-44737,2/18/09,2/17/09,CERTIFIED,AK,5/1/09,9/30/09,"PETER PAN SEAFOODS, INC.","2200 6TH AVENUE,",SUITE 1000,SEATTLE,WA,98121,,,,,FISH ROE TECHNICIAN,13,12.48,HR,12.48,HR
C-09049-44738,3/23/09,2/17/09,CERTIFIED,AK,5/10/09,9/30/09,"PAC-MARU, INC.",4209 2LST AVENUE WEST,SUITE 222,SEATTLE,WA,98199,"ROBERT T. MIMBU LIEBMAN-MIMBU, PLLC","270 S. HANFORD STREET, SUITE 100B",SEATTLE,WA,FISH ROE PROCESSOR,6,45.21,HR,45.21,HR
C-09049-44739,2/26/09,2/18/09,CERTIFIED,MT,4/1/09,5/1/09,"BW CROSSWINDS, DESERT INN (LABRADOR, INC.)",133 CANYON STREET,,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES INC.,406 W 400 S,HEYBURN,ID,JANITOR,3,7.61,HR,8.5,HR
C-09049-44740,2/18/09,2/17/09,CERTIFIED,NJ,3/30/09,12/18/09,"APHRODITE CO., INC.",54 SILVER BAY RD.,,TOMS RIVER,NJ,08753,"INTERNATIONAL PERSONNEL RESOURCES, INC.,",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",3,8.04,HR,8.04,HR
C-09049-44741,2/18/09,2/17/09,CERTIFIED,NJ,3/16/09,12/25/09,"CEDAR GLEN WEST, INC.",P. O. BOX 66,"11 WEST LAKE DRIVE, MANCHESTER, NJ 08759",LAKEHURST,NJ,08733,"INTERNATIONAL PERSONNEL RESOURCES, INC",115  E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",5,8.85,HR,8.85,HR
C-09049-44742,2/23/09,2/18/09,PARTIAL CERTIFIED,CO,3/9/09,11/30/09,LANDSCAPES UNLIMITED LLC,1201 ARIES DRIVE,,LINCOLN,NE,68512,GRACE  S. KAN,"KAN LAW,  P.C.",IRVING,TX,"LABORER, LANDSCAPE",40,11.43,HR,11.43,HR
C-09049-44743,3/25/09,2/13/09,CERTIFIED,UT,5/1/09,11/30/09,DEER VALLEY RESORT,PO BOX 889,,PARK CITY,UT,84060,ROD F WILLIAMS,PO BOX 140,JOYCE,WA,JANITOR,10,9.05,HR,9.05,HR
C-09049-44744,2/26/09,2/18/09,CERTIFIED,MT,5/1/09,10/31/09,"BW CROSSWINDS, DESERT INN (LABRADOR, INC.)",133 CANYON STREET,,WEST YELLOWSTONE,MT,53758,GLOBAL RESOURCES,PO BOX 817,HEYBURN,ID,HOUSEKEEPER,13,6.91,HR,8,HR
C-09049-44745,4/10/09,2/17/09,DENIED,NY,4/15/09,10/15/09,ATLANTIC TERRACE,21 SURFSIDE PLACE,,MONTAUK,NY,11954,JOHN A GISMONDI,888 BALDWIN DRIVE,WESTBURY,NY,"CLEANER, HOUSEKEEPING",0,8.96,HR,8.96,HR
C-09049-44746,2/27/09,2/18/09,CERTIFIED,NJ,4/1/09,11/30/09,D'ONOFRIO & SON INC.,47 VAN NESS TERRACE,,MAPLEWOOD,NJ,07040,EMILY ROSEMA,PASTOR & ASSOCIATES,TROY,MI,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",4,9.44,HR,9.44,HR
C-09049-44747,3/4/09,2/18/09,CERTIFIED,ID,3/15/09,11/15/09,M.D. LANDSCAPING,243 SOUTH HWY 33,,DRIGGS,ID,83422,GLOBAL RESOURCES INC.,406 W. 400 S,HEYBURN,ID,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",24,7.65,HR,8.5,HR
C-09049-44748,3/4/09,2/18/09,CERTIFIED,MT,5/1/09,10/31/09,COMFORT INN - WEST YELLOWSTONE,638 MADISON AVE,,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES INC.,406 W 400 S,HEYBURN,ID,HOUSEKEEPER,5,6.91,HR,9,HR
C-09049-44749,3/9/09,2/18/09,CERTIFIED,MT,4/1/09,9/30/09,"KELLY MIDWEST VENTURES, BILLINGS",5610 SOUTH FRONTAGE RD & 4915 SOUTHGATE DR.,,BILLINGS,MT,59101,GLOBAL RESOURCES INC.,406 WEST 400 SOUTH,HEYBURN,ID,HOUSEKEEPER,11,6.9,HR,8,HR
C-09049-44750,4/3/09,2/18/09,DENIED,VA,4/1/09,12/31/09,"CI STAFFING INTERNATIONAL, INC.","6022 JEFFERSON AVE., 201",,NEWPORT NEWS,VA,23605,,,,,FACTORY HELPER,0,8.02,HR,8.02,HR
C-09049-44751,2/23/09,2/18/09,CERTIFIED,IL,3/16/09,12/4/09,CHICAGO TAI CORPORATION DBA BROKEN ARROW GOLF CLUB,16325 W. BROKEN ARROW DRIVE,,LOCKPORT,IL,60441,"INTERNATIONA PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6,8.53,HR,8.53,HR
C-09050-44752,2/23/09,2/13/09,PARTIAL CERTIFIED,NC,5/1/09,11/1/09,GRANDFATHER GOLF AND COUNTRY CLUB,2120 HWY 105 SOUTH,PO BOX 368,LINVILLE,NC,28646,"PETER H. PETRINA, PGI, INC.",5 KENSINGTON CIRCLE,GARNERVILLE,NY,"WAITER/WAITRESS, FORMAL",15,6.8,HR,8,HR
C-09050-44753,2/23/09,2/18/09,PARTIAL CERTIFIED,OR,3/16/09,12/15/09,PRO LANDSCAPE INC,3045 SE 61ST CT,,HILLSBORO,OR,97123,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",25,8.59,HR,8.81,HR
C-09050-44754,3/4/09,2/19/09,PARTIAL CERTIFIED,MI,3/21/09,11/30/09,"THE BAYBERRY GROUP, INC. DBA THE HOMESTEAD",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,SCOTT PATTERSON,STONERIDGE WEST,BLOOMFIELD HILLS,MI,HOUSEKEEPER,28,7.81,HR,7.81,HR
C-09050-44755,3/4/09,2/19/09,PARTIAL CERTIFIED,MI,3/21/09,11/30/09,"THE BAYBERRY GROUP, INC. DBA THE HOMESTEAD",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,SCOTT PATTERSON,STONERIDGE WEST,BLOOMFIELD HILLS,MI,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8,7.81,HR,7.92,HR
C-09050-44756,3/4/09,2/19/09,CERTIFIED,MI,5/1/09,11/30/09,"THE BAYBERRY GROUP, INC. D/B/A THE HOMESTEAD",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,SCOTT PATTERSON,STONERIDGE WEST,BLOOMFIELD HILLS,MI,COOK,12,7.81,HR,7.81,HR
C-09050-44757,3/4/09,2/19/09,CERTIFIED,MI,5/1/09,11/30/09,"THE BAYBERRY GROUP, INC. DBA THE HOMESTEAD",1 WOOD RIDGE RD,,GLEN ARBOR,MI,49636,SCOTT PATTERSON,STONERIDGE WEST,BLOOMFIELD HILLS,MI,"WAITER/WAITRESS, BAR",14,7.4,HR,7.4,HR
C-09050-44758,2/27/09,2/19/09,CERTIFIED,UT,4/1/09,12/30/09,SALT LAKE SHOWER DOOR,70 WEST LOUSIE AVENUE,,SALT LAKE CITY,UT,84115,"ALCALA LAW FIRM, PC",1380 W INDIANA AVE,SALT LAKE CITY,UT,"FABRICATOR, SHOWER DOORS AND PANELS",8,9.14,HR,11,HR
C-09050-44759,2/23/09,2/19/09,CERTIFIED,NY,4/1/09,12/5/09,DANIEL H RAYNOR,35 VALORIE ROAD,,SOUTHAMPTON,NY,11968,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,HOT TOP LINER HELPER,1,9.26,HR,9.26,HR
C-09050-44760,2/23/09,2/19/09,PARTIAL CERTIFIED,WY,4/1/09,11/30/09,SNOW KING RESORT,400 E. SNOW KING AVE,,JACKSON,WY,83001,GLOBAL RESOURCES INC.,P.O. BOX 817,HEYBURN,ID,"LABORER, LANDSCAPE",25,8.35,HR,12,HR
C-09050-44761,2/23/09,2/19/09,CERTIFIED,WY,5/1/09,10/31/09,KUDAR MOTEL,P. O. BOX  1785,260 N. CACHE,JACKSON,WY,83001,"GLOBAL RESOURCES, INC.",P.O. BOX 828,HEYBURN,ID,HOUSEKEEPER,2,8.04,HR,10,HR
C-09050-44762,2/20/09,2/19/09,CERTIFIED,AK,5/1/09,9/30/09,"INLET FISH PRODUCERS, INC.",P.O. BOX 114,,KENAI,AK,99611,,,,,FISH ROE TECHNICIAN,3,12.48,HR,13,HR
C-09050-44763,3/4/09,2/19/09,PARTIAL CERTIFIED,MI,3/21/09,11/30/09,"THE BAYBERRY GROUP, INC. D/B/A THE HOMESTEAD",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,SCOTT PATTERSON,STONERIDGE WEST,BLOOMFIELD HILLS,MI,LAUNDRY WORKER I,10,7.66,HR,7.66,HR
C-09050-44764,2/23/09,2/19/09,PARTIAL CERTIFIED,WV,4/1/09,11/30/09,"TOP NOTCH LANDSCAPING & SUPPLY, LLC",307 NATIONAL ROAD,,WHEELING,WV,26003,"MASLABOR H2B, LLC    ELIZABETH WHITLEY",650 FRONT ST. / P.O. BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",8,6.73,HR,7.25,HR
C-09051-44765,2/24/09,2/20/09,CERTIFIED,IL,4/15/09,10/15/09,GREEN ACRES COUNTRY CLUB,916 DUNDEE ROAD,,NORTHBROOK,IL,60062,"MATTHEW S. DUNN, ESQ",KRAMER LEVIN NAFTALIS & FRANKEL LLP,NEW YORK,NY,WAITER/WAITRESS,6,10,HR,10,HR
C-09051-44766,3/25/09,2/20/09,CERTIFIED,NC,4/1/09,11/30/09,HIGH HAMPTON INN & COUNTRY CLUB,1525 HWY 107 SOUTH,,CASHIERS,NC,28717,INTERNATIONAL LABOR MANAGEMENT,SARAH E. FARRELL,VASS,NC,HOUSEKEEPER,10,7.12,HR,7.12,HR
C-09051-44767,3/25/09,2/17/09,CERTIFIED,ME,4/1/09,7/31/09,"RAMON FORESTRY SERVICE, LLC",765 HILL RD.,,CLINTON,ME,04927,DANIEL W. BREMER,408 WEST MARIAN AVE,LAKE PARK,GA,FOREST WORKER,95,7.89,HR,7.89,HR
C-09051-44768,3/26/09,2/19/09,CERTIFIED,SD,4/1/09,11/30/09,SHIBA INVESTMENTS DBA RADISSON HOTEL,445 MT. RUSHMORE RD.,,RAPID CITY,SD,57701,SCOTT LANE KAUBISCH,21048 TORREY PINES CT.,STURGIS,SD,DINING ROOM ATTENDANT,15,6.55,HR,7.5,HR
C-09054-44769,2/23/09,2/23/09,CERTIFIED,TX,5/1/09,3/1/10,"CASTELLANOS SEAFOOD, INC.",600 SOUTH SHORE DR.,BOX AH,PORT ISABEL,TX,78578,RAUL L. GARCIA / GARCIA BOOKKEEPING,2380 EVERGLADES RD.,BROWNSVILLE,TX,"FISHER, NET",10,8.69,HR,11.46,HR
C-09054-44770,3/3/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,"MOLLY PEARSON, INC.",16609 NORTH 29TH DRIVE,,PHOENIX,AZ,83614,"RICKI HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,10,7.46,HR,7.46,HR
C-09054-44771,3/26/09,2/23/09,CERTIFIED,CO,5/1/09,10/31/09,ASPEN SKIING COMPANY DBA THE LITTLE NELL HOTEL & S,675 EAST DURANT AVENUE,,ASPEN,CO,81611,,,,,"LABORER, LANDSCAPE",20,11.43,HR,11.43,HR
C-09054-44772,3/24/09,2/23/09,DENIED,NC,5/1/09,10/1/09,THE GENERATION PROPERTIES 2 LLC D/B/A SUBURBAN EXT,245 EASTWOOD ROAD,,WILMINGTON,NC,28403,MATHEW HEFNER,795 LOWER MICHIGAN ROAD,PITTSFIELD,VT,HOUSEKEEPER,0,6.81,HR,8,HR
C-09054-44773,2/24/09,2/23/09,PARTIAL CERTIFIED,CA,3/17/09,11/30/09,"NORTH AMERICAN AMUSEMENT, INC. DBA SHAMROCK SHOWS",11101 CALABASH AVE.,,FONTANA,CA,92337,JAMES K. JUDKINS,1609 E. JACKSON STREET,HUGO,OK,AMUSEMENT PARK WORKER,60,8.56,HR,8.56,HR
C-09054-44774,2/25/09,2/23/09,CERTIFIED,TX,5/1/09,3/1/10,"G & O TRAWLWERS, INC.",2315 BAYOU COURT,,BROWNSVILLE,TX,78521,RAUL L. GARCIA/ GARCIA BOOKKEEPING,2380 EVERGLADES RD.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",12,8.69,HR,11.46,HR
C-09054-44775,4/7/09,2/23/09,CERTIFIED,CO,5/1/09,10/31/09,ASPEN SKIING COMPANY DBA THE LITTLE NELL HOTEL & S,675 EAST DURANT AVENUE,,ASPEN,CO,81611,,,,,"PORTER, BAGGAGE",20,7.77,HR,7.77,HR
C-09054-44776,2/27/09,2/23/09,CERTIFIED,TX,3/15/09,11/30/09,"CONCAN SOUTH PASTURE, INC. D.B.A. FRIO COUNTRY RES",1801 COUNTY ROAD 348,,CONCAN,TX,78838,JOHN R. BOZADA II,"317 LEXINGTON AVENUE, SUITE 3",SAN ANTONIO,TX,JANITOR,21,7.25,HR,7.37,HR
C-09054-44777,3/26/09,2/23/09,CERTIFIED,CO,5/1/09,10/31/09,ASPEN SKIING COMPANY,675 EAST DURANT AVENUE,,ASPEN,CO,81611,,,,,COOK,20,10.27,HR,10.27,HR
C-09054-44778,3/26/09,2/23/09,CERTIFIED,CO,5/1/09,10/31/09,ASPEN SKIING COMPANY DBA THE LITTLE NELL HOTEL & S,675 EAST DURANT AVENUE,,ASPEN,CO,81611,,,,,"CLEANER, HOUSEKEEPING",45,,,,
C-09054-44779,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,OLIVAS RACING STABLE,2826 WEST ALICE AVENUE,,PHOENIX,AZ,85051,"RICKI HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,15,7.46,HR,7.46,HR
C-09054-44780,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,PEDRO HERNANDEZ-SANDOVAL,3442 WEST LAUREL LANE,,PHOENIX,AZ,85029,"RICKI HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,6,7.46,HR,7.46,HR
C-09054-44781,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,TROY BAINUM RACING STABLE,3126 W. LAVEDALE,,PHOENIX,AZ,85085,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,10,7.46,HR,7.46,HR
C-09054-44782,3/26/09,2/23/09,CERTIFIED,CO,5/1/09,10/31/09,ASPEN SKIING COMPANY DBA THE LITTLE NELL HOTEL & S,675 EAST DURANT AVENUE,,ASPEN,CO,81611,,,,,DINING ROOM ATTENDANT,55,,,,
C-09054-44783,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,KENT JENSEN,16403 N 7TH PLACE,,PHOENIX,AZ,85022,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,3,7.46,HR,7.46,HR
C-09054-44784,3/4/09,2/23/09,PARTIAL CERTIFIED,MN,4/16/09,6/5/09,SUPERIOR FORESTRY SERVICE INC.,36462 HWY 27,PO BOX 25,TILLY,AR,72679,"AGWORKS, INC.",408 W MARION AVE,LAKE PARK,GA,FOREST WORKER,204,8.71,HR,8.71,HR
C-09054-44785,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,GLEN S. WASSON,16609 NORTH 1ST AVENUE #76,,PHOENIX,AZ,85023,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,5,7.46,HR,7.46,HR
C-09054-44786,2/24/09,2/23/09,CERTIFIED,AZ,5/16/09,10/15/09,"MIKE CHAMBERS RACING STABLES, INC.",705 TOPONCE CANYON ROAD,,BANCROFT,ID,83217,"RICK HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,10,7.46,HR,7.46,HR
C-09054-44787,2/24/09,2/23/09,CERTIFIED,ND,5/1/09,11/30/09,AMERICINN OF MEDORA,75 E RIVER RD. S.,,MEDORA,ND,58645,KEVIN OPP,"EMPLOYMENT USA, LLC",ABERDEEN,SD,HOUSEKEEPER,12,6.55,HR,6.55,HR
C-09054-44788,2/24/09,2/23/09,PARTIAL CERTIFIED,OH,4/1/09,11/30/09,"LOOS GOLF CONSTRUCTION, INC.",1093 WATERLOO ROAD,,SUFFIELD,OH,44260,"AMIGOS LABOR SOLUTIONS, INC.",3141 HOOD ST.,DALLAS,TX,"LABORER, LANDSCAPE",8,8.12,HR,8.14,HR
C-09055-44789,3/19/09,2/24/09,DENIED,CO,4/1/09,12/31/09,"CORE CONSULTING SOLUTIONS, LLC","1 INTERNATIONAL BOULEVARD, SUITE 400",,MAHWAH,NJ,07495,,,,,"CLEANER, HOUSEKEEPING",0,7.72,HR,8,HR
C-09055-44790,2/25/09,2/24/09,CERTIFIED,MT,4/1/09,5/1/09,COMFORT INN - WEST YELLOWSTONE,638 MADISON AVE,,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES INC.,406 W 400 S,HEYBURN,ID,JANITOR,5,7.61,HR,9.53,HR
C-09055-44791,2/25/09,2/24/09,CERTIFIED,AZ,5/16/09,10/15/09,JOSEPH EDWARD JOHNSON,1402 WEST RENEE DRIVE,,PHOENIX,AZ,85027,"RICKI HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,3,7.46,HR,7.46,HR
C-09055-44792,3/3/09,2/24/09,CERTIFIED,AZ,5/16/09,10/15/09,"DISCOUNT FEED, INC.",2002 WEST GREENWAY ROAD,,PHOENIX,AZ,85023,"RICKI HINRICHS, INC.",851 E. FRIESS DR.,PHOENIX,AZ,STABLE ATTENDANT,5,7.46,HR,7.46,HR
C-09055-44793,2/25/09,2/24/09,CERTIFIED,AZ,5/16/09,10/15/09,"TRIANGLE STABLES, INC.",851 EAST FRIESS DRIVE,,PHOENIX,AZ,85022,,,,,STABLE ATTENDANT,10,7.46,HR,7.46,HR
C-09055-44794,3/9/09,2/24/09,CERTIFIED,MT,5/10/09,10/31/09,KELLY MIDWEST VENTURES (KELLY INN/CLUBHOUSE INN),104 SOUTH CANYON ST,105 SOUTH ELECTRIC ST.,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES INC.,PO BOX 817,HEYBURN,ID,"CLEANER, HOUSEKEEPING",15,6.91,HR,8.5,HR
C-09055-44795,2/25/09,2/24/09,PARTIAL CERTIFIED,NJ,3/23/09,12/11/09,BEST HORTICULTURAL SERVICES,184 BOUNDARY ROAD,,MARLBORO,NJ,07746,"INTERNATIONAL PERSONNEL RESOURCES, INC.,",115 E. CHESTNUT ST.,WEST CHESTER,PA,"LABORER, LANDSCAPE",70,,,,
C-09055-44796,3/9/09,2/24/09,CERTIFIED,MT,4/1/09,10/31/09,BAR N RANCH,890 BUTTERMILK CREEK ROAD,,WEST YELLOWSTONE,MT,59758,GLOBAL RESOURCES INC.,PO BOX 817,HEYBURN,ID,HOUSEKEEPER,7,6.91,HR,11,HR
C-09056-44797,2/26/09,2/25/09,PARTIAL CERTIFIED,DE,3/23/09,12/11/09,"ACCENTS OF NATURE LANDSCAPING, INC.",16 ALBERTSON BLVD,,WILMINGTON,DE,19808,"INTERNATIONAL PERSONNEL RESOURCES, INC.",115 E CHESTNUT STREET,WEST CHESTER,PA,"LABORER, LANDSCAPE",5,9.11,HR,9.11,HR
