CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
H-400-12347-171451,12/26/12,12/12/12,Certified,H-2B,TX,3/1/13,12/31/13,"LAND ART GARDEN CENTER, LLC.",22101 STATE HWY. 71 WEST,,SPICEWOOD,TX,78669,LINDA PEREZ,BROWNSVILLE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,7,10.47,Hour,10.47,Hour
H-400-12347-142115,12/26/12,12/12/12,Certified,H-2B,NC,2/11/13,12/11/13,"KIRKMAN LANDSCAPING, INC",2525 SCHIEFFELIN ROAD,,APEX,NC,27502,TAMMY ALECIO,CARY,NC,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,8.58,Hour,8.58,Hour
H-400-12289-318439,12/27/12,12/14/12,Certified,H-2B,LA,2/1/13,11/30/13,Big D's Seafood Inc,459 Alice B Rd,,Franklin,LA,70538,APRIL MCKINNEY,BAY CITY,TX,45-3011,Fishers and Related Fishing Workers,Deckhands,6,10.39,Hour,10.39,Hour
H-400-12290-515896,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",16080 SMITH ROAD,,AURORA,CO,80011,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,60,9.36,Hour,9.36,Hour
H-400-12291-271249,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/15/13,"ASPEN LEAF LANDSCAPE MAINTENANCE, INC.",777 CONRAD STREET,,COLORADO SPRINGS,CO,80915,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,6,10,Hour,10,Hour
H-400-12291-818902,12/27/12,12/15/12,Certified,H-2B,ID,4/1/13,11/30/13,"CARSON CONCRETE, INC.","724 ROCKY ROAD IND. PARK, LOOP C",,VICTOR,ID,83422,SUE BOWEN,WINDSOR,CO,47-2051,Cement Masons and Concrete Finishers,Cement Masons and Concrete Finishers,10,15.82,Hour,15.82,Hour
H-400-12291-734640,12/27/12,12/16/12,Certified,H-2B,CO,4/1/13,12/15/13,"BLUE MOUNTAIN STONE, INC.",4168 UTE HIGHWAY,,LONGMONT,CO,80503,SUE BOWEN,WINDSOR,CO,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",50,12.52,Hour,12.52,Hour
H-400-12293-079926,12/27/12,12/13/12,Certified,H-2B,NY,3/1/13,12/20/13,Larchmont Nurseries Inc,2315 Boston Post Rd,,Larchmont,NY,10538,April McKinney,Bay City,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,10.36,Hour,10.36,Hour
H-400-12297-546253,12/27/12,11/9/12,Denied,H-2B,FL,12/26/12,12/24/13,STINGRAY SALES GROUP,2101 WAVERLY PLACE,SUITE 200,MELBOURNE,FL,32901,DAVID CHO,WEST MELBOURNE,FL,41-1012,First-Line Supervisors of Non-Retail Sales Workers,Sales Territory Manager,0,37.64,Hour,37.64,Hour
H-400-12297-019540,12/27/12,12/15/12,Certified,H-2B,,4/1/13,10/11/13,"Environmental Designs, Inc.",12511 E. 112th Avenue,,Henderson,CO,80640,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,75,9.69,Hour,9.69,Hour
H-400-12297-421285,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,"Even-Preisser, Inc.",520 E. Costilla St.,,Colorado Springs,CO,80903,SUE BOWEN,WINDSOR,CO,47-2051,Cement Masons and Concrete Finishers,Cement Masons and Concrete Finishers,10,12.27,Hour,12.27,Hour
H-400-12297-687624,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,"Green Hill Landscape, Inc.",10875 Maple Road,,Lafayette,CO,80026,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,6,9.69,Hour,9.69,Hour
H-400-12298-521897,12/27/12,12/15/12,Certified,H-2B,UT,4/1/13,11/30/13,L.E.Corporation,6707 Sunflower Drive,,Highland,UT,84003,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,8,8.54,Hour,8.54,Hour
H-400-12298-621317,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,12/15/13,LOUKONEN BROS. STONE CO.,12993 N FOOTHILLS HWY,,LONGMONT,CO,80503,SUE BOWEN,WINDSOR,CO,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",8,12.52,Hour,12.52,Hour
H-400-12298-033221,12/27/12,12/16/12,Certified,H-2B,CO,4/1/13,11/30/13,"METRO LANDSCAPING, INC.",3064 EAST 148TH PLACE,,THORNTON,CO,80602,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,6,9.69,Hour,9.69,Hour
H-400-12298-882558,12/27/12,12/15/12,Certified,H-2B,,4/1/13,11/30/13,"PANORAMA COORDINATED SERVICES, INC.",1235  BOSTON AVENUE,,LONGMONT,CO,80501,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,12,9.69,Hour,9.69,Hour
H-400-12298-125650,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,10/31/13,PERRY PARK COUNTRY CLUB,7047 PERRY PARK BLVD.,,LARKSPUR,CO,80118,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,12,9.36,Hour,9.36,Hour
H-400-12298-063495,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,"RAINBOW LANDSCAPING, INC.",2900 W. WESLEY AVENUE,,DENVER,CO,80219,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,25,9.36,Hour,9.36,Hour
H-400-12298-080201,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,T-Bone Stone,2337 Emery St.,,Longmont,CO,80501,SUE BOWEN,WINDSOR,CO,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",20,12.52,Hour,12.52,Hour
H-400-12299-290316,12/27/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,TORII LAWN AND SPRINKLER SPECIALISTS,5660 VALMONT ROAD,,BOULDER,CO,80301,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,10,9.69,Hour,9.69,Hour
H-400-12302-698495,12/27/12,11/13/12,Partial Certified,H-2B,AZ,2/1/13,11/30/13,"Moon Valley Nursery, Inc",19820 N 7th St,N/A,Phoenix,AZ,85022,CHARLES THURGOOD,PHOENIX,AZ,37-3011,Landscaping and Groundskeeping Workers,Nursery Landscape Worker,106,8.25,Hour,8.25,Hour
H-400-12303-973459,12/27/12,12/13/12,Certified,H-2B,PA,3/1/13,12/31/13,Holly Days Nursery,1201 Horsham Rd.,,Ambler,PA,19002,Craig McDougal,NORMAN,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,9,9.22,Hour,9.22,Hour
H-400-12305-662409,12/27/12,10/31/12,Denied,H-2B,UT,12/1/12,9/30/13,"Core One, Inc.",11172 Via Encantada Way,n/a,South Jordan,UT,84095,Spencer Call,Tooele,UT,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,0,9.23,Hour,9.23,Hour
H-400-12311-756622,12/27/12,11/6/12,Partial Certified,H-2B,TX,12/27/12,7/15/13,"COASTAL EMPLOYMENT AGENCY, INC.",103 Avenue C and 1st Street,,San Leon,TX,77539,Connie Chavez,Brownsville,TX,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Oyster Shuckers,29,8.23,Hour,8.23,Hour
H-400-12312-214457,12/27/12,11/27/12,Certified,H-2B,TX,2/11/13,11/4/13,"The Campos Group, LLC",15716 S. Brentwood,,Channelview,TX,77530,DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,60,8.11,Hour,8.11,Hour
H-400-12314-388751,12/27/12,11/9/12,Denied,H-2B,NC,11/15/12,3/1/13,Mattamuskeet Crab Co.,24694 US Hwy 264,,Swan Quarter,NC,27885,,,,51-9198,Helpers--Production Workers,Seafood Processing/Oysters,0,7.57,Hour,7.57,Hour
H-400-12317-227722,12/27/12,12/13/12,Certified,H-2B,NY,3/15/13,12/15/13,Andrew Zema's Landscaping,543 State Route 43,,Stephentown,NY,12169,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,10.7,Hour,10.7,Hour
H-400-12317-921985,12/27/12,11/13/12,Certified,H-2B,PA,3/1/13,10/20/13,C&R Lawncare,586 Thorn Run Rd,,Moon,PA,15108,LESLI DOWNS,SAND SPRINGS,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,8.5,Hour,8.5,Hour
H-400-12318-583874,12/27/12,12/14/12,Partial Certified,H-2B,CT,3/15/13,12/15/13,Aqua-Lawn Inc,242 Kings Hwy Cutoff,,Fairfield,CT,06824,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,11,11.25,Hour,11.25,Hour
H-400-12318-608900,12/27/12,11/13/12,Certified,H-2B,MO,2/15/13,12/14/13,"IDEAL LANDSCAPE MANAGEMENT, INC.",6264 LEMAY FERRY RD.,,ST. LOUIS,MO,63129,TIFFANY BALDWIN,SAINT LOUIS,MO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,46,9,Hour,9,Hour
H-400-12318-802001,12/27/12,11/13/12,Denied,H-2B,TX,10/1/12,7/31/13,THE HERNANDEZ CONCRETE CO. INC.,1125 VISTA RD.,N/A,PASADENA,TX,77504,,,,47-2051,Cement Masons and Concrete Finishers,CONCRETE FINISHERS,0,13.78,Hour,13.78,Hour
H-400-12319-431710,12/27/12,11/14/12,Certified,H-2B,CA,12/27/12,9/30/13,Professional Security Consultants (P.S.C),"11454 San Vicente Blvd,",2nd Floor,Los Angeles,CA,90049,David Sturman,Encino,CA,11-3131,Training and Development Managers,HR Manager/ Training,1,35.54,Hour,35.54,Hour
H-400-12319-864577,12/27/12,11/26/12,Denied,H-2B,NC,2/11/13,12/11/13,"FRED ADAMS PAVING CO., INC",118 INTERNATIONAL DRIVE,SUITE 101,MORRISVILLE,NC,27560,TAMMY ALECIO,CARY,NC,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,0,8.95,Hour,8.95,Hour
H-400-12320-514044,12/27/12,11/19/12,Partial Certified,H-2B,SC,3/1/13,11/30/13,KIAWAH ISLAND INN COMPANY LLC,ONE SANCTUARY BEACH DRIVE,,KIAWAH ISLAND,SC,29455,,,,37-2012,Maids and Housekeeping Cleaners,HOUSEPERSON,74,8.24,Hour,8.24,Hour
H-400-12320-722142,12/27/12,11/15/12,Denied,H-2B,TX,3/1/13,9/30/13,Monica Saenz Moreno,38 MCLENNAN OAK,,SAN ANTONIO,TX,78240,,,,37-3019,"Grounds Maintenance Workers, All Other",Landscaper,0,8,Hour,8,Hour
H-400-12326-287334,12/27/12,11/21/12,Certified,H-2B,LA,3/1/13,11/30/13,"Acadiana Landscape Materials, LLC",727 Albertson Pkwy,,Broussard,LA,70518,"Robert Wingfield, Jr.",Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,8.2,Hour,8.2,Hour
H-400-12331-190607,12/27/12,11/26/12,Partial Certified,H-2B,VA,2/15/13,12/1/13,James River Grounds Mgmt,3127 Ballard Avenue,,Portsmouth,VA,23701,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,39,10.69,Hour,10.69,Hour
H-400-12331-949818,12/27/12,11/26/12,Partial Certified,H-2B,WA,2/15/13,11/14/13,JOSES REFORESTATION,634 S MARKET BLVD,,CHEHALIS,WA,98532,,,,45-4011,Forest and Conservation Workers,FOREST AND CONSERVATION WORKER,27,9.19,Hour,9.19,Hour
H-400-12331-168349,12/27/12,11/26/12,Certified,H-2B,TN,1/15/13,11/15/13,Patricio C Hernandez Inc,210 FM 3405,,Georgetown,TX,78633,Hector Villegas Jr,Houston,TX,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",Painter Helpers,30,8.8,Hour,8.8,Hour
H-400-12332-823856,12/27/12,11/27/12,Certified,H-2B,TX,2/22/13,6/2/13,North American Midway Entertainment Southeast LLC,109 S Main Street,n/a,Farmland,IN,47340,Joe Nichols,Sanford,FL,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants Traveling Carn,174,324,Week,324,Week
H-400-12334-718556,12/27/12,11/29/12,Denied,H-2B,MT,1/1/13,1/1/18,Craig Steven Barta,918 N Henry Ave.,NA,Butte,MT,59701,,,,35-2013,"Cooks, Private Household",Private Household,0,125,Week,125,Week
H-400-12334-775590,12/27/12,11/29/12,Withdrawn,H-2B,OR,1/20/13,10/20/13,"SUNRISE REFORESTATION, INC.",OFFICE PHYSICAL LOCATION: 32874 HWY 99E,"MAILING ADDRESS PO BOX 469 AUMSVILLE, OR 97325-0469",TANGENT,OR,97389,,,,45-4011,Forest and Conservation Workers,REFORESTATION AND CONSERVATION WORKER,0,10.5,Hour,10.5,Hour
H-400-12334-661371,12/27/12,11/30/12,Partial Certified,H-2B,CA,2/1/13,11/30/13,"Moon Mountain Farms, LLC",19820 N 7th St #260,N/A,Phoenix,AZ,85304,CHARLES THURGOOD,PHOENIX,AZ,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,66,9.73,Hour,9.73,Hour
H-400-12334-306300,12/27/12,12/13/12,Certified,H-2B,IL,3/25/13,11/9/13,"Fantasy Amusement Company, Inc.",629 N. Forrest Avenue,N/A,Arlington Heights,IL,60004,ROBERT PIERCE,ANNAPOLIS,MD,39-3091,Amusement and Recreation Attendants,Carnival Attendants,40,8.05,Hour,8.05,Hour
H-400-12335-939931,12/27/12,12/13/12,Certified,H-2B,UT,3/1/13,12/1/13,"Romero Construction, Inc.",1010 West 7950 South,,Willard,UT,84340,DANIEL KOWALSKI,AUSTIN,TX,47-2061,Construction Laborers,Construction Laborer,12,13.76,Hour,13.76,Hour
H-400-12335-864559,12/27/12,11/30/12,Denied,H-2B,LA,2/16/13,12/5/13,Bunkie Wood Products,P.O. Box 1029,1156 S.W. Main,Bunkie,LA,71322,Linda White,Livingston,LA,53-7062,"Laborers and Freight, Stock, and Material Movers,","Laborers and Freight Stock and Material Movers, Hand",0,8.1,Hour,8.1,Hour
H-400-12339-008521,12/27/12,12/14/12,Certified,H-2B,NJ,3/1/13,12/1/13,"Weiss Landscaping Services, LLC",117 Pittstown Rd,"Mailing: 5 Lenape Springs Road, Pittstown, NJ 08867",Pittstown,NJ,08867,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.29,Hour,9.29,Hour
H-400-12340-261087,12/27/12,12/14/12,Certified,H-2B,NJ,3/1/13,11/20/13,"UNITED SOCCER ACADEMY, INC.","12 MAIDEN LANE, SUITE 1",,BOUND BROOK,NJ,08805,KENDRA ELLIOTT,ENOLA,PA,39-9032,Recreation Workers,Recreation Coordinator,30,13.15,Hour,13.15,Hour
H-400-12340-649920,12/27/12,12/13/12,Certified,H-2B,LA,3/1/13,11/30/13,RANDOL INC,2320 KALISTE SALOOM ROAD,,LAFAYETTE,LA,70508,,,,53-7064,"Packers and Packagers, Hand",SEAFOOD PROCESSOR,25,8.1,Hour,8.1,Hour
H-400-12341-822483,12/27/12,12/13/12,Partial Certified,H-2B,AL,2/28/13,12/13/13,Munie Greencare Professionals - AL,311 Highway 134E,"1000 Milburn School Road, Caseyville, IL 62232",Daleville,AL,36322,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,19,8.41,Hour,8.41,Hour
H-400-12342-474591,12/27/12,12/13/12,Certified,H-2B,PA,2/15/13,12/15/13,"Burkholder Brothers, Inc.",266 Bodley Road,,Aston,PA,19014,DANIEL ANNA,MEDIA,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,9.22,Hour,9.22,Hour
H-400-12345-628766,12/27/12,12/13/12,Certified,H-2B,AL,3/1/13,9/15/13,Resort Recreation Center Inc.,3200 Gulf Shores Parkway,,Gulf Shores,AL,36542,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,39-3091,Amusement and Recreation Attendants,Ride Attendant,10,8.09,Hour,8.09,Hour
H-400-12345-331596,12/27/12,12/10/12,Certified,H-2B,FL,2/8/13,11/20/13,"WHATEVER ENTERPRISES, LLC",8803 NUNDY AVE.,"[MAIL: 11705 BOYETTE RD, RIVERVIEW, FL 33569]",GIBSONTON,FL,33534-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,15,318.8,Week,318.8,Week
H-400-12346-335401,12/27/12,12/14/12,Certified,H-2B,AZ,1/1/13,10/31/13,"Giambi Stables, LLC.",23360 S. Power Rd.,N/A,Gilbert,AZ,85298,Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Groom,4,9.53,Hour,9.53,Hour
H-400-12346-011163,12/27/12,12/13/12,Partial Certified,H-2B,NC,3/1/13,12/10/13,R.G. Smith Landscaping Ltd.,"5660 Old Haywood Rd, Mills River,NC 28759",20 Bradford Farms Road,Mills River,NC,28759,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,9,8.41,Hour,8.41,Hour
H-400-12347-575641,12/27/12,12/14/12,Certified,H-2B,MO,3/1/13,11/30/13,"MJM Framing and Construction, LLC",652 Louisa Drive,n/a,Arnold,MO,63010,KENNETH SCHMITT,ST. LOUIS,MO,47-3016,Helpers--Roofers,Roofer/ Roofer Helper,10,10.3,Hour,10.3,Hour
H-400-12347-548765,12/27/12,12/14/12,Certified,H-2B,TX,4/1/13,12/20/13,"CAMP RIO VISTA, INC.",175 RIO VISTA RD,,INGRAM,TX,78025,,,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Grounds Keeper,8,10.44,Hour,10.44,Hour
H-400-12347-895350,12/27/12,12/14/12,Certified,H-2B,MO,2/15/13,12/15/13,"Arthur Ratliff Tree and Stump Removal, LLC",8251 South High Pointe Lane,,Columbia,MO,65203,LEON VERSFELD,KANSAS CITY,MO,37-3013,Tree Trimmers and Pruners,Journeyman Trimmer,1,11.41,Hour,11.41,Hour
H-400-12347-253061,12/27/12,12/13/12,Certified,H-2B,LA,1/15/13,6/30/13,"Bonanza Crawfish Farm, Inc.","Mail - P O Box 648, Henderson Station, Henderson, LA  70517","1010 B Melancon Street, Henderson, LA  70517",Henderson,LA,70517,KELLY COUCH,NEW ROADS,LA,53-7064,"Packers and Packagers, Hand",Crawfish processor,35,8.1,Hour,8.1,Hour
H-400-12348-267004,12/27/12,12/13/12,Certified,H-2B,TX,2/4/13,11/6/13,"THOMAS CARNIVAL, INC",4508 CLIFFSTONE COVE,"[MAIL: PO BOX 92469, AUSTIN, TX 78709]",AUSTIN,TX,78735,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,60,321.6,Week,321.6,Week
H-400-12348-074214,12/27/12,12/13/12,Certified,H-2B,FL,3/1/13,12/13/13,Bayou Lawn Services,489 Valparaiso Pkwy.,,Valparaiso,FL,32580,Ginny Muilenburg,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Landscaping Laborers,25,9.24,Hour,9.24,Hour
H-400-12348-871651,12/27/12,12/13/12,Certified,H-2B,CA,1/16/13,11/15/13,Kilgallon Ranch,PO Box 167,2480 Highway 135,Los Alamos,CA,93440,Martin Arburua,Solana Beach,CA,39-2011,Animal Trainers,Show Horse Breaker/Trainer,1,12.35,Hour,12.35,Hour
H-400-12348-353744,12/27/12,12/13/12,Certified,H-2B,TX,2/21/13,11/30/13,"ASTRO AMUSEMENT CO., INC.","2200 W. Higgins Road, Ste. 135",,Hoffman Estates,IL,60169,Joe Nichols,Sanford,FL,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,99,8.11,Hour,8.11,Hour
H-400-12348-651879,12/27/12,12/13/12,Certified,H-2B,VA,3/1/13,12/1/13,"Terra Forma Landscaping, LLC",107 Charnwood Road,,Richmond,VA,23229,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,9.44,Hour,9.44,Hour
H-400-12348-833579,12/27/12,12/13/12,Certified,H-2B,AZ,3/1/13,11/24/13,KASTL AMUSEMENTS,23905 CLINTON KEITH #114-520,"[MAIL: 2820 N. PINAL AVE, STE 12#305, CASA GRANDE, AZ 85122]",WILDOMAR,CA,92595-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,25,329.2,Week,329.2,Week
H-400-12348-269104,12/27/12,12/13/12,Certified,H-2B,FL,3/1/13,11/30/13,"ALL STAR AMUSEMENT CO., INC","2200 W. Higgins Road, Ste. 135",,Hoffman Estates,IL,60169,Joe Nichols,Sanford,FL,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,78,8.1,Hour,8.1,Hour
H-400-12348-864875,12/27/12,12/13/12,Certified,H-2B,OK,2/1/13,11/30/13,Rock Haulers LLC,2596 South Hwy 109,,Grant,OK,74739,LORI WHITTEN,WYLIE,TX,53-6031,Automotive and Watercraft Service Attendants,Service Technician,4,8.02,Hour,8.02,Hour
H-400-12348-968713,12/27/12,12/13/12,Partial Certified,H-2B,DE,3/15/13,11/30/13,Fieldstone Golf Club / Troon Golf,1000 Dean Road,,Greenville,DE,19707,Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,26,9.16,Hour,9.16,Hour
H-400-12349-345407,12/27/12,12/14/12,Certified,H-2B,MO,3/15/13,12/15/13,Flick Seed Company,1764 NW 50 Rd.,,Kingsville,MO,64061,Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,8.84,Hour,8.84,Hour
H-400-12349-581304,12/27/12,12/14/12,Partial Certified,H-2B,PA,3/18/13,11/18/13,Ginkgo Landscapes,22 Maurice Lane,,Hatboro,PA,19040,Elizabeth Whitley,LOVINGSTON,VA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,14,9.22,Hour,9.22,Hour
H-400-12349-136520,12/27/12,12/14/12,Certified,H-2B,MI,3/15/13,11/30/13,"Precision Landscaping, Inc.",9926 26 Mile Road,,Casco Township,MI,48064,SARAH URENO,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,9.6,Hour,9.6,Hour
H-400-12349-309372,12/27/12,12/14/12,Certified,H-2B,CO,3/1/13,10/31/13,GLOBAL LANDSCAPE INC.,648 W. SYLVESTOR TRAIL,,HIGHLANDS RANCH,CO,80129,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,9.36,Hour,9.36,Hour
H-400-12349-492894,12/27/12,12/14/12,Certified,H-2B,NY,3/15/13,12/1/13,Curti and Associates,91 West Nyack Rd.,,Nanuet,NY,10954,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,10.36,Hour,10.36,Hour
H-400-12349-943685,12/27/12,12/14/12,Certified,H-2B,NY,2/1/13,11/1/13,M Kenneston Corp.,249 Miller's Corner Road,P. O. Box 305,West Sand Lake,NY,12196,John Novine,HUDSON,NY,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,5,8.84,Hour,8.84,Hour
H-400-12290-754668,12/28/12,11/26/12,Partial Certified,H-2B,MS,12/28/12,5/30/13,Francisco G. Galvan,108 Dawkins Street,,Louisville,MS,39339,FLORENE HARDIGREE,MENDENHALL,MS,45-4011,Forest and Conservation Workers,Forestry and Conservation Workers,13,11.91,Hour,11.91,Hour
H-400-12290-581862,12/28/12,11/27/12,Certified,H-2B,AR,2/15/13,12/15/13,Genesis Lawn and Landscape Management Inc,2708 Pike Ave.,"PO Box 95033, N. Little Rock, AR 72190",North Little Rock,AR,72114,APRIL MCKINNEY,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,8.66,Hour,8.66,Hour
H-400-12291-403272,12/28/12,12/15/12,Partial Certified,H-2B,CO,4/1/13,11/15/13,COLORADO GOLF CLUB,8000 PRESERVATION TRAIL,,PARKER,CO,80134,SUE BOWEN,Windsor,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,24,9.36,Hour,9.36,Hour
H-400-12291-979833,12/28/12,12/16/12,Certified,H-2B,UT,4/1/13,11/15/13,"CASTLE VALLEY STONE, LLC",2421 W 350 N,,HURRICANE,UT,84737,SUE BOWEN,WINDSOR,CO,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",10,12.35,Hour,12.35,Hour
H-400-12293-444826,12/28/12,12/18/12,Certified,H-2B,PA,3/1/13,12/31/13,"Rick's Lawn and Landscaping, LLC",115 E. Hilltop Road,,West Chester,PA,19382,Craig McDougal,NORMAN,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.22,Hour,9.22,Hour
H-400-12298-077570,12/28/12,12/16/12,Partial Certified,H-2B,,4/1/13,11/15/13,"MESA TURF MASTERS, LLC",1420 MOTOR STREET,,GRAND JUNCTION,CO,81505,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,5,9.55,Hour,9.55,Hour
H-400-12298-393767,12/28/12,12/18/12,Certified,H-2B,UT,4/1/13,11/15/13,"Southwest Stone, Inc.",2421 W 350 N,,Hurricane,UT,84737,SUE BOWEN,WINDSOR,CO,47-5051,"Rock Splitters, Quarry","Rock Splitters, Quarry",10,11.9,Hour,11.9,Hour
H-400-12299-496903,12/28/12,12/15/12,Certified,H-2B,CO,4/1/13,11/30/13,"WESTERN STATES RECLAMATION, INC.",1560 O Road,,Loma,CO,81524,SUE BOWEN,WINDSOR,CO,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,5,12,Hour,12,Hour
H-400-12299-636947,12/28/12,12/18/12,Certified,H-2B,NH,4/1/13,12/1/13,Morin's Landscaping Inc,301 Depot Rd.,,Hollis,NH,03049,APRIL MCKINNEY,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,10.52,Hour,10.52,Hour
H-400-12300-793630,12/28/12,12/17/12,Certified,H-2B,TN,3/1/13,12/1/13,Dan Frantz Concrete LLC,310 Brewster Ct,,Murfreesboro,TN,37130,Brandi Cowan,Bay City,TX,47-2051,Cement Masons and Concrete Finishers,Concrete Laborer,7,14.44,Hour,14.44,Hour
